CORPS  	PROV   	DIST   	VILG   	HAM    	 +PCN   	VMDATE 	VSZ4   	VMPOPUL	VMOD8  	VMOD7A 	VMOD7B 	VMOD6A 	VMOD6B 	VMOD5A 	VMOD5B 	VMOD5C 	VMOD5D 	VMOD5E 	VMOD5F 	VMOD4  	VMOD3A 	VMOD3B 	VMOD3C 	VMOD2A 	VMOD2B 	VMOD2C 	VMOD2D 	VMOD2E 	VMOD2F 	VMOD1A 	VMOD1B 	VMOD1C 	VMOD1D 	VMOD1E 	VMOD1F 	VMOD1G 	VMOD1H 	VMOD1I 	VMOD1J 	VMOD1K 	VMOD1L 	VMOD1M 	VMOD1N 	VMOD1O 	VMOD1P 	VMOD1Q 	VMOD1R 	VMOD1S 
1	01	01	03	00	004	7305	   0	  5984	A	A	C	A	A	A	A	A	A	B	D	 	 	 	 	 	 	 	 	 	 	A	A	A	A	A	A	B	A	A	A	C	A	A	C	D	B	B	D	N
1	01	01	03	00	004	7306	   0	  5984	B	B	D	B	A	B	A	A	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	A	A	A	C	A	B	C	D	D	B	C	D
1	01	01	03	00	004	7307	   0	  5984	B	B	D	B	A	B	A	A	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	A	A	A	C	A	B	C	D	D	B	C	D
1	01	01	03	00	004	7308	   0	  5984	B	B	D	B	A	B	A	A	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	A	A	A	C	A	B	C	D	D	B	C	D
1	01	01	03	00	004	7309	   0	  5984	A	A	C	A	A	B	A	A	A	B	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	A	A	A	A	A	A	B	D	D	A	C	D
1	01	01	03	00	004	7310	   0	  5983	A	A	C	A	A	B	A	A	A	B	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	A	A	A	A	A	A	B	D	D	A	C	D
1	01	01	03	00	004	7311	   0	  6033	B	B	C	A	B	B	A	A	A	B	D	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	A	A	A	A	A	A	B	D	D	A	C	D
1	01	01	03	00	004	7312	   0	  6029	B	B	C	A	B	B	A	A	A	B	C	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	A	A	A	A	A	A	A	C	C	A	C	C
1	01	01	04	00	004	7301	   0	    30	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	B	N	B	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	04	00	004	7302	   0	    30	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	B	N	B	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	04	00	004	7303	   0	   100	C	C	E	D	B	B	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	B	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	04	00	004	7304	   0	  1670	A	A	C	A	A	A	A	A	A	B	D	 	 	 	 	 	 	 	 	 	 	A	A	A	A	A	A	B	A	A	A	C	A	A	D	D	B	B	D	N
1	01	01	04	00	004	7305	   0	  2196	A	A	C	A	A	A	A	A	A	B	D	 	 	 	 	 	 	 	 	 	 	A	A	A	A	A	A	B	A	A	A	C	A	A	D	D	B	B	D	N
1	01	01	04	00	004	7306	   0	  2196	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	04	00	004	7307	   0	  2196	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	04	00	004	7308	   0	  2196	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	04	00	004	7309	   0	  2196	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	A	B	B	C	D	D	A	D	D
1	01	01	04	00	004	7310	   0	  2196	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	A	B	B	C	D	D	A	D	D
1	01	01	04	00	004	7311	   0	  2216	B	B	D	B	B	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	B	B	A	A	B	B	C	D	D	A	D	D
1	01	01	04	00	004	7312	   0	  2303	B	B	D	B	B	B	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	B	B	A	A	C	C	D	C	D	A	E	B
1	01	01	05	00	004	7301	   0	    22	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	C	N	C	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	05	00	004	7302	   0	    22	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	B	N	B	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	05	00	004	7303	   0	   100	C	C	E	D	B	B	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	B	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	05	00	004	7304	   0	  3943	A	A	C	A	A	A	A	A	A	B	D	 	 	 	 	 	 	 	 	 	 	A	A	A	A	A	A	B	A	A	A	C	A	A	D	D	B	B	D	N
1	01	01	05	00	004	7305	   0	  5030	A	A	C	A	A	A	A	A	A	B	D	 	 	 	 	 	 	 	 	 	 	A	A	A	A	A	A	B	A	A	A	C	A	A	D	D	B	B	D	N
1	01	01	05	00	004	7306	   0	  5970	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	05	00	004	7307	   0	  5970	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	05	00	004	7308	   0	  5970	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	05	00	004	7309	   0	  5970	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	A	B	B	C	D	D	A	D	D
1	01	01	05	00	004	7310	   0	  5990	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	A	B	B	C	D	D	A	D	D
1	01	01	05	00	004	7311	   0	  6080	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	A	B	B	C	D	D	A	D	D
1	01	01	05	00	004	7312	   0	  6090	B	B	C	B	B	B	A	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	B	B	A	A	B	B	C	C	D	A	D	C
1	01	01	07	00	004	7301	   0	    27	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	D	N	D	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	07	00	004	7302	   0	    27	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	B	N	B	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	07	00	004	7303	   0	   100	D	D	E	D	C	C	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	C	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	07	00	004	7304	   0	   100	D	D	E	D	C	C	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	C	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	07	00	004	7305	   0	   100	D	D	E	D	C	C	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	C	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	07	00	004	7306	   0	   100	D	D	E	D	C	C	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	C	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	07	00	004	7307	   0	   457	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	07	00	004	7308	   0	  3261	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	07	00	004	7309	   0	  3277	B	B	C	B	A	B	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	A	A	B	C	D	D	A	D	D
1	01	01	07	00	004	7310	   0	  3277	B	B	C	B	A	B	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	A	A	B	C	D	D	A	D	D
1	01	01	07	00	004	7311	   0	  3518	B	B	C	B	B	C	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	C	B	B	A	A	A	B	B	B	A	A	A	B	C	D	D	A	D	D
1	01	01	07	00	004	7312	   0	  4050	B	B	C	B	B	C	A	B	B	B	C	 	 	 	 	 	 	 	 	 	 	C	B	B	A	A	A	B	B	B	A	A	A	B	B	C	D	A	D	D
1	01	01	08	00	004	7301	   0	    11	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	B	N	B	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	08	00	004	7302	   0	    11	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	B	N	B	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	08	00	004	7303	   0	  1006	A	A	C	A	A	B	A	A	A	B	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	A	A	A	A	B	A	C	D	B	B	D	N
1	01	01	08	00	004	7304	   0	  2120	A	A	C	A	A	A	A	A	A	B	D	 	 	 	 	 	 	 	 	 	 	A	A	A	A	A	A	B	A	A	A	C	A	A	D	D	B	B	D	N
1	01	01	08	00	004	7305	   0	  2407	A	A	C	A	A	A	A	A	A	B	D	 	 	 	 	 	 	 	 	 	 	A	A	A	A	A	A	B	A	A	A	C	A	A	D	D	B	B	D	N
1	01	01	08	00	004	7306	   0	  2407	B	B	D	B	B	C	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	C	B	B	A	A	A	B	A	B	A	C	A	B	D	D	D	B	C	D
1	01	01	08	00	004	7307	   0	  2407	B	B	D	B	A	B	A	A	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	A	A	A	C	A	B	D	D	D	B	C	D
1	01	01	08	00	004	7308	   0	  2407	B	B	D	B	A	B	A	A	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	A	A	A	C	A	B	D	D	D	B	C	D
1	01	01	08	00	004	7309	   0	  2407	B	B	C	B	A	B	A	A	B	B	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	A	A	A	A	A	B	C	D	D	A	D	D
1	01	01	08	00	004	7310	   0	  2407	B	B	C	B	A	B	A	A	B	B	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	A	A	A	A	A	B	C	D	D	A	D	D
1	01	01	08	00	004	7311	   0	  2407	B	B	C	B	B	B	A	A	B	B	D	 	 	 	 	 	 	 	 	 	 	C	A	B	A	A	A	B	A	A	A	A	A	B	C	D	D	A	D	D
1	01	01	08	00	004	7312	   0	  2496	B	B	D	B	B	B	A	B	B	C	C	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	B	A	A	A	B	B	A	C	D	A	D	D
1	01	01	09	00	004	7301	   0	    22	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	B	N	B	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	09	00	004	7302	   0	    22	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	B	N	B	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	09	00	004	7303	   0	   100	C	C	E	D	B	B	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	B	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	09	00	004	7304	   0	  2996	A	A	C	A	A	A	A	A	A	B	D	 	 	 	 	 	 	 	 	 	 	A	A	A	A	A	A	B	A	A	A	C	A	A	D	D	B	B	D	N
1	01	01	09	00	004	7305	   0	  3094	A	A	C	A	A	A	A	A	A	B	D	 	 	 	 	 	 	 	 	 	 	A	A	A	A	A	A	B	A	A	A	C	A	A	D	D	B	B	D	N
1	01	01	09	00	004	7306	   0	  3094	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	09	00	004	7307	   0	  3094	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	09	00	004	7308	   0	  3094	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	09	00	004	7309	   0	  3094	B	B	C	B	A	B	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	A	A	B	C	D	D	A	D	D
1	01	01	09	00	004	7310	   0	  3094	B	B	C	B	A	B	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	A	A	B	C	D	D	A	D	D
1	01	01	09	00	004	7311	   0	  3144	B	B	C	B	A	B	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	A	A	B	C	D	D	A	D	D
1	01	01	09	00	004	7312	   0	  3278	B	B	D	B	A	B	A	B	B	C	C	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	A	B	B	B	C	D	A	D	D
1	01	01	10	00	004	7301	   0	    17	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	D	N	D	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	10	00	004	7302	   0	    17	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	B	N	B	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	10	00	004	7303	   0	   100	C	C	E	D	B	B	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	B	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	10	00	004	7304	   0	   100	C	C	E	D	B	B	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	B	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	10	00	004	7305	   0	   100	C	C	E	D	B	B	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	B	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	10	00	004	7306	   0	   100	C	C	E	D	B	B	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	B	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	10	00	004	7307	   0	  2667	B	B	D	B	B	B	B	B	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	B	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	10	00	004	7308	   0	  3679	B	B	D	B	B	B	B	B	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	B	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	10	00	004	7309	   0	  3786	B	B	C	B	A	B	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	B	A	B	D	D	D	A	C	D
1	01	01	10	00	004	7310	   0	  3786	B	B	C	B	A	B	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	B	A	B	D	D	D	A	C	D
1	01	01	10	00	004	7311	   0	  3816	B	B	C	B	B	B	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	B	B	A	B	A	B	D	D	D	A	C	D
1	01	01	10	00	004	7312	   0	  4009	B	B	C	B	B	B	A	A	B	C	C	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	A	A	A	C	A	B	C	C	D	B	C	D
1	01	01	12	00	004	7301	   0	    21	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	B	N	B	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	12	00	004	7302	   0	    21	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	B	N	B	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	12	00	004	7303	   0	   100	D	D	E	D	C	C	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	C	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	12	00	004	7304	   0	   100	D	D	E	D	C	C	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	C	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	12	00	004	7305	   0	   100	D	D	E	D	C	C	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	C	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	12	00	004	7306	   0	   100	D	D	E	D	C	C	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	C	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	12	00	004	7307	   0	  5844	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	12	00	004	7308	   0	  6551	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	12	00	004	7309	   0	  5770	B	B	C	B	A	B	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	A	A	B	C	D	D	A	C	D
1	01	01	12	00	004	7310	   0	  6394	B	B	C	B	A	B	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	A	A	B	C	D	D	A	C	D
1	01	01	12	00	004	7311	   0	  6490	B	B	C	B	B	B	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	C	A	B	A	A	A	B	B	B	A	A	A	B	C	D	D	A	C	D
1	01	01	12	00	004	7312	   0	  6860	B	B	C	B	B	B	A	B	A	B	B	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	A	B	A	A	A	A	B	B	D	A	C	D
1	01	01	13	00	004	7301	   0	    35	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	D	N	D	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	13	00	004	7302	   0	    35	E	E	E	E	D	D	N	D	E	E	E	 	 	 	 	 	 	 	 	 	 	E	B	B	N	B	E	N	D	D	E	N	E	E	E	E	N	E	E	N
1	01	01	13	00	004	7303	   0	   100	D	D	E	D	C	C	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	C	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	13	00	004	7304	   0	   100	D	D	E	D	C	C	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	C	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	13	00	004	7305	   0	   100	D	D	E	D	C	C	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	C	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	13	00	004	7306	   0	   100	D	D	E	D	C	C	C	B	E	E	E	 	 	 	 	 	 	 	 	 	 	C	B	B	B	B	E	N	B	B	E	N	E	E	E	E	N	E	E	N
1	01	01	13	00	004	7307	   0	    88	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	13	00	004	7308	   0	  3845	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	C	A	B	D	D	D	B	C	D
1	01	01	13	00	004	7309	   0	  4519	B	B	C	B	A	B	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	A	A	B	C	D	D	A	D	D
1	01	01	13	00	004	7310	   0	  4523	B	B	C	B	A	B	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	C	A	A	A	A	A	B	B	B	A	A	A	B	C	D	D	A	D	D
