CORPS  	PROV   	DIST   	VILG   	HAM    	 +PCN   	VMDATE 	VSZ4   	VMPOPUL	VMOD8  	VMOD7A 	VMOD7B 	VMOD6A 	VMOD6B 	VMOD5A 	VMOD5B 	VMOD5C 	VMOD5D 	VMOD5E 	VMOD5F 	VMOD4  	VMOD3A 	VMOD3B 	VMOD3C 	VMOD2A 	VMOD2B 	VMOD2C 	VMOD2D 	VMOD2E 	VMOD2F 	VMOD1A 	VMOD1B 	VMOD1C 	VMOD1D 	VMOD1E 	VMOD1F 	VMOD1G 	VMOD1H 	VMOD1I 	VMOD1J 	VMOD1K 	VMOD1L 	VMOD1M 	VMOD1N 	VMOD1O 	VMOD1P 	VMOD1Q 	VMOD1R 	VMOD1S 
1	01	01	01	00	004	7401	   0	  1676	B	B	D	B	A	B	A	B	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	B	C	C	C	D	D	B	D	C
1	01	01	02	00	004	7401	   0	  4081	B	B	C	B	B	B	A	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	B	B	A	B	B	B	B	C	D	A	D	C
1	01	01	03	00	004	7401	   0	  6029	B	B	C	A	B	B	A	A	A	B	C	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	A	A	A	A	A	A	A	C	C	A	C	C
1	01	01	04	00	004	7401	   0	  2303	B	B	D	B	B	B	A	B	B	B	D	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	B	B	A	A	C	C	D	C	D	A	E	B
1	01	01	05	00	004	7401	   0	  6090	B	B	C	B	B	B	A	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	B	B	A	A	B	B	C	C	D	A	D	C
1	01	01	07	00	004	7401	   0	  4050	B	B	C	B	B	C	A	B	B	B	C	 	 	 	 	 	 	 	 	 	 	C	B	B	A	A	A	B	B	B	A	A	A	B	B	C	D	A	D	D
1	01	01	08	00	004	7401	   0	  2496	B	B	D	B	B	B	A	B	B	C	C	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	B	A	A	A	B	B	A	C	D	A	D	D
1	01	01	09	00	004	7401	   0	  3278	B	B	D	B	A	B	A	B	B	C	C	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	A	B	B	B	C	D	A	D	D
1	01	01	10	00	004	7401	   0	  4009	B	B	C	B	B	B	A	A	B	C	C	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	A	A	A	C	A	B	C	C	D	B	C	D
1	01	01	12	00	004	7401	   0	  6860	B	B	C	B	B	B	A	B	A	B	B	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	A	B	A	A	A	A	B	B	D	A	C	D
1	01	01	13	00	004	7401	   0	  5081	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	C	A	B	A	B	A	B	B	B	A	A	B	B	C	C	D	A	D	C
1	01	01	14	00	004	7401	   0	  6330	B	B	D	B	B	B	A	A	B	C	C	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	A	A	A	A	B	B	C	C	D	A	D	D
1	01	01	15	00	004	7401	   0	  2778	B	B	D	B	B	B	A	B	B	C	C	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	B	B	A	A	B	B	C	C	D	A	D	D
1	01	01	16	00	004	7401	   0	  2638	B	B	D	B	A	B	A	B	B	C	C	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	C	A	C	C	C	D	B	D	D
1	01	01	17	00	004	7401	   0	  4242	B	B	C	B	A	B	A	A	B	B	D	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	A	A	A	A	A	B	D	C	D	A	D	D
1	01	01	18	00	004	7401	   0	  2322	B	B	C	B	A	B	A	A	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	A	A	A	B	A	B	C	C	D	A	D	D
1	01	01	20	00	004	7401	   0	    20	E	E	E	E	D	D	C	D	E	E	D	 	 	 	 	 	 	 	 	 	 	D	D	N	D	B	E	N	D	D	E	N	E	D	C	D	N	E	E	N
1	01	01	21	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	01	00	004	7401	   0	     1	E	E	N	N	D	C	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	B	D	D	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	02	00	004	7401	   0	   882	B	B	D	B	A	A	B	A	C	C	C	 	 	 	 	 	 	 	 	 	 	A	A	A	B	A	B	B	A	A	C	B	C	B	C	C	C	C	E	D
1	01	02	03	00	004	7401	   0	  2699	B	B	D	B	A	A	A	A	B	C	B	 	 	 	 	 	 	 	 	 	 	A	A	A	A	A	B	B	A	A	B	B	C	B	B	B	C	C	E	D
1	01	02	04	00	004	7401	   0	  3976	B	B	D	B	B	A	B	A	B	C	C	 	 	 	 	 	 	 	 	 	 	A	A	B	A	B	B	B	A	A	B	B	C	B	B	C	C	C	D	D
1	01	02	05	00	004	7401	   0	     1	E	E	N	N	D	B	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	B	B	D	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	06	00	004	7401	   0	     1	E	E	N	N	D	B	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	B	B	D	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	07	00	004	7401	   0	  1007	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	02	08	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	12	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	13	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	14	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	01	00	004	7401	   0	  1510	E	E	N	N	E	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	E	E	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	02	00	004	7401	   0	   700	E	E	N	N	E	D	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	D	E	N	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	03	00	004	7401	   0	  1300	E	E	N	N	E	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	E	E	N	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	04	00	004	7401	   0	  1241	B	B	D	B	B	B	B	B	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	06	00	004	7401	   0	  1001	E	E	N	N	E	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	E	D	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	08	00	004	7401	   0	  1006	E	E	N	N	E	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	E	E	N	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	09	00	004	7401	   0	   700	E	E	N	N	D	C	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	B	D	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	10	00	004	7401	   0	  1101	E	E	N	N	E	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	E	E	N	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	11	00	004	7401	   0	  2472	B	B	D	B	B	B	B	B	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	12	00	004	7401	   0	  3541	B	B	D	B	B	B	B	B	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	13	00	004	7401	   0	   100	E	E	N	N	D	C	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	B	D	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	14	00	004	7401	   0	  1000	E	E	N	N	E	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	E	E	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	15	00	004	7401	   0	   601	E	E	N	N	E	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	E	D	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	16	00	004	7401	   0	  3860	B	B	D	B	B	B	B	B	B	C	D	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	17	00	004	7401	   0	   701	E	E	N	N	E	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	E	D	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	18	00	004	7401	   0	   303	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	03	19	00	004	7401	   0	   603	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	03	20	00	004	7401	   0	  3603	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	03	21	00	004	7401	   0	   404	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	03	22	00	004	7401	   0	   505	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	03	23	00	004	7401	   0	   604	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	03	24	00	004	7401	   0	  1210	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	03	25	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	26	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	29	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	30	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	31	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	32	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	35	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	37	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	39	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	04	01	00	004	7401	   0	  1332	V	N	N	N	N	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	04	02	00	004	7401	   0	  1244	V	N	N	N	N	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	04	03	00	004	7401	   0	  2300	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	C	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	04	05	00	004	7401	   0	  2200	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	C	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	04	09	00	004	7401	   0	  1612	V	N	N	N	N	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	04	11	00	004	7401	   0	   300	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	04	12	00	004	7401	   0	   200	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	04	16	00	004	7401	   0	  1500	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	C	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	04	17	00	004	7401	   0	  1200	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	04	18	00	004	7401	   0	  1600	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	04	19	00	004	7401	   0	  1200	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	04	20	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	04	21	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	04	22	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	04	23	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	04	24	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	04	25	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	04	26	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	04	27	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	05	02	00	004	7401	   0	  3900	V	N	N	N	N	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	05	03	00	004	7401	   0	  3100	V	N	N	N	N	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	05	04	00	004	7401	   0	  5402	V	N	N	N	N	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	05	07	00	004	7401	   0	  1800	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	C	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	05	08	00	004	7401	   0	  1526	E	E	E	E	N	E	N	E	E	N	N	 	 	 	 	 	 	 	 	 	 	E	E	N	N	B	N	N	E	E	N	N	N	E	N	N	N	N	D	N
1	01	05	09	00	004	7401	   0	  2700	V	N	N	N	N	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	05	10	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	05	11	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	05	12	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	05	13	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	05	14	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	05	15	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	08	02	00	004	7401	   0	   600	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	08	04	00	004	7401	   0	   700	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	08	05	00	004	7401	   0	  1203	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	08	06	00	004	7401	   0	  1705	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	08	18	00	004	7401	   0	  2208	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	C	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	08	19	00	004	7401	   0	  1403	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	C	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	08	20	00	004	7401	   0	   702	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	08	21	00	004	7401	   0	  1205	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	C	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	08	22	00	004	7401	   0	  1400	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	08	23	00	004	7401	   0	  1406	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	08	24	00	004	7401	   0	   900	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	08	25	00	004	7401	   0	   900	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	08	26	00	004	7401	   0	   800	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	08	27	00	004	7401	   0	   700	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	08	28	00	004	7401	   0	  1000	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	08	29	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	08	30	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	08	31	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	08	32	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	08	33	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	08	34	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	08	35	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	08	36	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	08	37	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	08	38	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	09	01	00	004	7401	   0	  1004	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	C	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	09	02	00	004	7401	   0	   606	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	09	03	00	004	7401	   0	   907	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	09	04	00	004	7401	   0	   707	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	09	05	00	004	7401	   0	   505	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	09	06	00	004	7401	   0	   808	E	E	E	E	E	E	D	E	E	E	N	 	 	 	 	 	 	 	 	 	 	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	09	07	00	004	7401	   0	  2500	V	N	N	N	N	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	09	08	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	09	09	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	09	10	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	09	11	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	09	12	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	09	13	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	09	14	00	004	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	02	01	01	00	004	7401	   0	  1515	B	B	B	A	B	C	A	A	A	A	B	 	 	 	 	 	 	 	 	 	 	D	A	B	A	B	A	A	A	A	A	A	A	A	B	B	C	A	B	A
1	02	01	02	00	004	7401	   0	   931	B	B	C	A	C	B	B	A	A	B	B	 	 	 	 	 	 	 	 	 	 	B	A	C	A	C	A	B	A	A	A	B	A	A	B	B	C	B	D	A
1	02	01	03	00	004	7401	   0	  4706	B	B	B	A	B	B	B	A	A	B	B	 	 	 	 	 	 	 	 	 	 	B	A	B	B	B	A	A	A	A	A	B	A	A	A	A	D	B	B	A
1	02	01	04	00	004	7401	   0	   500	E	E	N	N	E	E	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	E	E	E	N	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N
