CORPS  	PROV   	DIST   	VILG   	HAM    	 +PCN   	VMDATE 	VSZ4   	VMPOPUL	VMOD8  	VMOD7A 	VMOD7B 	VMOD6A 	VMOD6B 	VMOD5A 	VMOD5B 	VMOD5C 	VMOD5D 	VMOD5E 	VMOD5F 	VMOD4  	VMOD3A 	VMOD3B 	VMOD3C 	VMOD2A 	VMOD2B 	VMOD2C 	VMOD2D 	VMOD2E 	VMOD2F 	VMOD1A 	VMOD1B 	VMOD1C 	VMOD1D 	VMOD1E 	VMOD1F 	VMOD1G 	VMOD1H 	VMOD1I 	VMOD1J 	VMOD1K 	VMOD1L 	VMOD1M 	VMOD1N 	VMOD1O 	VMOD1P 	VMOD1Q 	VMOD1R 	VMOD1S 
1	01	01	03	00	004	7108	   0	  4380	B	B	B	B	B	B	B	B	B	B	B	 	 	 	 	 	 	 	 	 	 	C	A	B	B	B	A	B	B	B	A	B	B	A	B	B	C	A	B	B
1	01	01	03	00	004	7109	   0	  4380	B	B	B	B	B	B	B	B	B	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	B	B	B	B	A	N	A	B	B	B	D	B	B	A
1	01	01	03	00	004	7110	   0	  4380	B	B	C	B	B	B	B	B	B	B	B	 	 	 	 	 	 	 	 	 	 	B	A	B	B	B	B	B	B	B	A	N	A	B	B	B	D	B	D	A
1	01	01	03	00	004	7111	   0	  4380	B	B	C	B	B	B	B	B	B	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	B	B	B	B	A	N	A	B	B	B	D	B	D	A
1	01	01	03	00	004	7112	   0	  4380	B	B	C	B	A	B	A	B	B	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	B	B	B	B	A	N	A	B	B	B	C	B	C	A
1	01	01	04	00	004	7107	   0	  1372	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	A	B	B	B	A	B	B	B	C	C	C	B	D	B
1	01	01	04	00	004	7108	   0	  1372	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	A	B	B	B	A	B	B	B	C	C	C	B	D	B
1	01	01	04	00	004	7109	   0	  1372	B	B	C	B	B	B	B	B	A	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	A	B	B	B	A	N	A	A	C	C	C	B	D	B
1	01	01	04	00	004	7110	   0	  1372	B	B	C	B	B	B	B	B	A	B	C	 	 	 	 	 	 	 	 	 	 	B	A	B	C	B	A	B	B	B	A	N	A	A	C	C	C	B	D	B
1	01	01	04	00	004	7111	   0	  1372	B	B	C	B	B	B	B	B	A	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	A	B	B	B	A	N	A	A	C	C	C	B	D	B
1	01	01	04	00	004	7112	   0	  1372	B	B	C	B	B	B	B	B	A	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	B	A	A	B	B	B	A	N	A	A	C	C	B	B	D	B
1	01	01	05	00	004	7107	   0	  3387	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	B	B	B	B	A	N	B	B	C	C	C	B	C	A
1	01	01	05	00	004	7108	   0	  3387	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	B	B	B	B	A	N	B	B	C	C	C	B	C	A
1	01	01	05	00	004	7109	   0	  3387	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	A	B	B	B	A	N	A	B	C	C	C	B	C	B
1	01	01	05	00	004	7110	   0	  3387	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	B	C	B	A	B	B	B	A	N	A	B	C	C	C	B	D	B
1	01	01	05	00	004	7111	   0	  3387	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	A	B	B	B	A	N	A	B	C	C	C	B	D	B
1	01	01	05	00	004	7112	   0	  3387	B	B	C	B	B	B	B	A	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	B	A	A	B	A	A	A	N	A	B	C	C	C	B	D	B
1	01	01	06	00	004	7107	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	01	06	00	004	7108	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	01	06	00	004	7109	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	01	06	00	004	7110	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	01	06	00	004	7111	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	01	06	00	004	7112	   0	     0	N	N	N	N	N	N	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	01	07	00	004	7107	   0	  3585	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	B	A	B	B	B	B	B	B	A	A	B	B	C	C	B	A	D	B
1	01	01	07	00	004	7108	   0	  3585	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	B	B	B	B	A	A	B	B	C	C	B	A	D	B
1	01	01	07	00	004	7109	   0	  3585	B	B	D	B	A	A	B	B	B	C	C	 	 	 	 	 	 	 	 	 	 	A	A	A	B	B	A	B	B	B	A	N	A	B	C	C	C	B	D	C
1	01	01	07	00	004	7110	   0	  3585	B	B	D	B	B	B	B	B	B	C	C	 	 	 	 	 	 	 	 	 	 	A	B	B	B	B	A	B	B	B	A	N	A	B	C	C	C	B	D	C
1	01	01	07	00	004	7111	   0	  3585	B	B	D	B	A	A	B	B	B	C	C	 	 	 	 	 	 	 	 	 	 	A	A	A	B	B	A	B	B	B	A	N	A	B	C	C	C	B	D	C
1	01	01	07	00	004	7112	   0	  3585	B	B	D	B	A	A	B	B	B	C	C	 	 	 	 	 	 	 	 	 	 	A	A	A	B	B	B	B	B	B	A	N	A	B	C	C	B	B	D	C
1	01	01	08	00	004	7107	   0	  1881	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	B	A	C	B	A	B	B	B	A	A	C	B	C	C	C	A	D	B
1	01	01	08	00	004	7108	   0	  1881	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	B	A	C	B	A	B	B	B	A	A	C	B	C	C	C	A	D	B
1	01	01	08	00	004	7109	   0	  1881	B	B	C	B	B	B	B	B	A	B	C	 	 	 	 	 	 	 	 	 	 	C	B	A	C	B	A	B	B	B	A	C	A	A	B	C	C	B	C	B
1	01	01	08	00	004	7110	   0	  1881	B	B	C	B	B	B	B	B	A	B	C	 	 	 	 	 	 	 	 	 	 	C	B	B	C	B	A	B	B	B	A	C	A	A	B	C	C	B	C	B
1	01	01	08	00	004	7111	   0	  1881	B	B	C	B	B	B	B	B	A	B	C	 	 	 	 	 	 	 	 	 	 	C	A	A	C	B	A	B	B	B	A	C	A	A	B	C	C	B	C	B
1	01	01	08	00	004	7112	   0	  1881	B	B	C	B	B	B	B	B	B	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	A	B	B	B	B	C	A	A	B	C	B	B	C	B
1	01	01	09	00	004	7107	   0	  2410	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	B	B	B	B	A	B	B	B	C	C	C	A	C	B
1	01	01	09	00	004	7108	   0	  2410	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	B	B	B	B	A	B	B	B	C	C	C	A	C	B
1	01	01	09	00	004	7109	   0	  2410	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	B	B	B	B	A	N	B	B	B	C	C	B	C	B
1	01	01	09	00	004	7110	   0	  2410	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	B	C	B	B	B	B	B	A	N	B	B	B	C	C	B	E	B
1	01	01	09	00	004	7111	   0	  2410	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	B	B	B	B	A	N	B	B	B	C	C	B	E	B
1	01	01	09	00	004	7112	   0	  2410	B	B	C	B	B	B	B	B	B	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	B	A	B	B	B	B	A	N	A	B	B	C	B	B	D	B
1	01	01	10	00	004	7107	   0	  4009	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	B	A	B	B	A	B	B	B	A	B	B	B	B	C	D	A	C	A
1	01	01	10	00	004	7108	   0	  4009	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	B	A	B	B	A	B	B	B	A	B	B	B	B	C	D	A	C	A
1	01	01	10	00	004	7109	   0	  4009	B	B	C	B	B	C	B	B	A	B	C	 	 	 	 	 	 	 	 	 	 	B	C	A	B	B	A	B	B	B	A	N	B	A	B	C	D	A	C	B
1	01	01	10	00	004	7110	   0	  4009	B	B	C	B	B	B	B	B	A	B	C	 	 	 	 	 	 	 	 	 	 	B	B	B	B	B	A	B	B	B	A	N	B	A	B	C	D	A	C	B
1	01	01	10	00	004	7111	   0	  4009	B	B	C	B	B	B	B	B	A	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	A	B	B	B	A	N	B	A	B	C	D	A	C	B
1	01	01	10	00	004	7112	   0	  4009	B	B	C	B	A	B	A	B	A	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	A	A	A	B	B	B	A	N	B	A	B	C	B	A	C	B
1	01	01	12	00	004	7107	   0	  5719	B	B	B	B	B	C	B	B	B	B	B	 	 	 	 	 	 	 	 	 	 	B	C	A	B	B	A	B	B	B	A	N	A	B	B	B	C	B	A	B
1	01	01	12	00	004	7108	   0	  5719	B	B	B	B	B	B	B	B	B	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	A	B	B	B	A	N	A	B	B	B	C	B	A	B
1	01	01	12	00	004	7109	   0	  5719	B	B	B	B	B	C	B	B	A	B	B	 	 	 	 	 	 	 	 	 	 	B	C	A	B	B	A	B	B	B	A	N	A	A	A	B	C	B	A	B
1	01	01	12	00	004	7110	   0	  5719	B	B	C	B	B	C	B	B	A	B	B	 	 	 	 	 	 	 	 	 	 	B	D	A	B	B	A	B	B	B	A	N	A	A	A	B	C	B	C	B
1	01	01	12	00	004	7111	   0	  5728	B	B	C	B	B	B	B	B	A	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	A	B	B	B	A	N	A	A	A	B	C	B	C	B
1	01	01	12	00	004	7112	   0	  5728	B	B	B	A	B	B	B	A	A	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	B	A	A	B	A	A	A	N	A	A	A	B	B	B	B	B
1	01	01	13	00	004	7107	   0	  4512	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	A	B	B	B	A	A	B	B	B	C	C	A	C	B
1	01	01	13	00	004	7108	   0	  4512	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	A	B	B	B	A	A	B	B	B	C	C	A	C	B
1	01	01	13	00	004	7109	   0	  4512	B	B	C	B	B	C	B	B	A	B	C	 	 	 	 	 	 	 	 	 	 	B	C	A	B	B	A	B	B	B	A	B	A	A	B	C	C	B	B	A
1	01	01	13	00	004	7110	   0	  4512	B	B	C	B	B	B	B	B	A	B	C	 	 	 	 	 	 	 	 	 	 	B	B	A	B	B	A	B	B	B	A	B	A	A	B	C	C	B	D	A
1	01	01	13	00	004	7111	   0	  4512	B	B	C	B	B	B	B	B	A	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	A	B	B	B	A	B	A	A	B	C	C	B	D	A
1	01	01	13	00	004	7112	   0	  4512	B	B	C	B	B	B	B	B	B	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	B	A	B	B	B	B	A	B	A	B	B	C	B	B	C	A
1	01	01	14	00	004	7107	   0	  5997	B	B	C	B	B	C	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	C	B	A	C	B	B	B	B	B	A	B	B	B	B	C	C	B	B	B
1	01	01	14	00	004	7108	   0	  5997	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	C	A	A	C	B	B	B	B	B	A	B	B	B	B	C	C	B	B	B
1	01	01	14	00	004	7109	   0	  5997	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	B	B	B	B	A	N	A	B	B	C	C	B	B	A
1	01	01	14	00	004	7110	   0	  5997	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	B	B	B	B	A	N	A	B	B	C	C	B	D	A
1	01	01	14	00	004	7111	   0	  5997	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	B	B	B	B	B	B	A	N	A	B	B	C	C	B	D	A
1	01	01	14	00	004	7112	   0	  5997	B	B	C	B	B	B	B	B	B	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	B	A	B	B	B	B	A	N	A	B	B	C	B	B	C	A
1	01	01	15	00	004	7107	   0	  1537	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	B	B	B	B	A	A	C	A	C	C	C	A	D	B
1	01	01	15	00	004	7108	   0	  1537	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	B	B	B	B	A	A	C	A	C	C	C	A	D	B
1	01	01	15	00	004	7109	   0	  1537	B	B	C	B	B	C	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	A	B	B	B	A	N	A	B	B	C	C	B	D	B
1	01	01	15	00	004	7110	   0	  1537	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	B	C	B	A	B	B	B	A	N	A	B	B	C	C	B	D	B
1	01	01	15	00	004	7111	   0	  1537	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	A	B	B	B	A	N	A	B	B	C	C	B	D	B
1	01	01	15	00	004	7112	   0	  1537	B	B	C	B	B	B	B	B	B	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	A	B	B	B	A	N	A	B	B	C	B	B	D	B
1	01	01	16	00	004	7107	   0	  3471	B	B	C	B	B	B	B	B	A	B	C	 	 	 	 	 	 	 	 	 	 	C	A	A	C	B	A	B	B	B	A	B	B	A	C	C	C	A	D	A
1	01	01	16	00	004	7108	   0	  3471	B	B	C	B	B	B	B	B	A	B	C	 	 	 	 	 	 	 	 	 	 	C	A	A	C	B	A	B	B	B	A	B	B	A	C	C	C	A	D	A
1	01	01	16	00	004	7109	   0	  3471	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	A	B	B	B	A	N	B	B	B	C	C	B	C	B
1	01	01	16	00	004	7110	   0	  3471	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	B	C	B	A	B	B	B	A	N	B	B	B	C	C	B	C	B
1	01	01	16	00	004	7111	   0	  3471	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	A	B	B	B	A	N	B	B	B	C	C	B	C	B
1	01	01	16	00	004	7112	   0	  3471	B	B	C	B	B	B	B	A	B	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	B	A	B	B	A	A	A	N	B	A	B	C	B	B	D	B
1	01	01	17	00	004	7107	   0	  5517	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	B	B	B	B	A	B	C	B	C	C	C	A	B	B
1	01	01	17	00	004	7108	   0	  5517	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	B	B	B	B	A	B	C	B	C	C	C	A	B	B
1	01	01	17	00	004	7109	   0	  5517	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	B	B	B	B	A	D	A	A	B	C	C	B	B	A
1	01	01	17	00	004	7110	   0	  5517	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	B	B	B	B	A	D	A	A	B	C	C	B	C	A
1	01	01	17	00	004	7111	   0	  5517	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	B	B	B	B	A	D	A	A	B	C	C	B	C	A
1	01	01	17	00	004	7112	   0	  5517	B	B	C	B	B	B	B	B	B	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	B	A	B	B	B	B	B	C	A	A	B	C	B	B	C	A
1	01	01	18	00	004	7107	   0	  1758	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	B	B	B	B	A	B	B	B	B	C	C	A	D	B
1	01	01	18	00	004	7108	   0	  1758	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	B	B	B	B	A	B	B	B	B	C	C	A	D	B
1	01	01	18	00	004	7109	   0	  1758	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	A	B	B	B	A	N	B	B	A	C	C	B	D	B
1	01	01	18	00	004	7110	   0	  1758	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	B	C	B	A	B	B	B	A	N	B	B	A	C	C	B	D	B
1	01	01	18	00	004	7111	   0	  1758	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	A	B	B	B	A	N	B	B	A	C	C	B	D	B
1	01	01	18	00	004	7112	   0	  1758	B	B	C	B	B	B	B	B	B	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	C	B	A	B	B	B	A	N	B	B	A	C	B	A	D	B
1	01	01	19	00	004	7107	   0	     1	E	E	E	E	E	E	N	E	E	N	N	 	 	 	 	 	 	 	 	 	 	E	E	E	N	D	N	N	E	E	N	N	N	E	N	N	N	N	D	N
1	01	01	19	00	004	7108	   0	     1	E	E	E	E	E	E	N	E	E	N	N	 	 	 	 	 	 	 	 	 	 	E	E	E	N	D	N	N	E	E	N	N	N	E	N	N	N	N	D	N
1	01	01	19	00	004	7109	   0	     1	E	E	E	E	E	E	N	E	E	N	N	 	 	 	 	 	 	 	 	 	 	E	E	E	N	D	N	N	E	E	N	N	N	E	N	N	N	N	D	N
1	01	01	19	00	004	7110	   0	     1	E	E	E	E	E	E	N	E	E	N	N	 	 	 	 	 	 	 	 	 	 	E	E	E	N	D	N	N	E	E	N	N	N	E	N	N	N	N	D	N
1	01	01	19	00	004	7111	   0	     1	E	E	E	E	E	E	N	E	E	N	N	 	 	 	 	 	 	 	 	 	 	E	E	E	N	D	N	N	E	E	N	N	N	E	N	N	N	N	D	N
1	01	01	19	00	004	7112	   0	     1	E	E	E	E	E	E	N	E	E	N	N	 	 	 	 	 	 	 	 	 	 	E	E	E	N	D	N	N	E	E	N	N	N	E	N	N	N	N	D	N
1	01	01	20	00	004	7107	   0	     1	D	D	N	N	C	C	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	B	B	N	C	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	01	20	00	004	7108	   0	     1	D	D	N	N	C	C	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	B	B	N	B	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	01	20	00	004	7109	   0	     1	D	D	N	N	C	C	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	B	B	N	B	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	01	20	00	004	7110	   0	     1	D	D	N	N	C	C	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	B	B	N	B	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	01	20	00	004	7111	   0	     1	D	D	N	N	C	C	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	B	B	N	B	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	01	20	00	004	7112	   0	     1	D	D	N	N	C	C	N	N	N	N	N	 	 	 	 	 	 	 	 	 	 	D	B	B	N	B	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	01	00	004	7107	   0	  2321	C	C	C	C	C	D	C	B	C	B	B	 	 	 	 	 	 	 	 	 	 	D	D	B	C	C	A	B	A	B	B	N	B	B	B	A	D	A	C	B
1	01	02	01	00	004	7108	   0	  2321	C	C	C	C	B	C	B	B	C	B	B	 	 	 	 	 	 	 	 	 	 	D	C	A	C	B	A	B	A	B	B	N	B	B	B	A	D	A	C	B
1	01	02	01	00	004	7109	   0	  2321	C	C	D	C	B	B	C	B	C	B	D	 	 	 	 	 	 	 	 	 	 	C	A	B	C	C	B	B	B	B	B	B	C	C	D	C	E	B	D	B
1	01	02	01	00	004	7110	   0	  2321	C	C	D	C	C	C	C	B	C	B	D	 	 	 	 	 	 	 	 	 	 	C	B	B	C	C	B	B	B	B	B	B	C	C	D	C	E	B	D	B
1	01	02	01	00	004	7111	   0	  2321	C	C	D	C	B	B	B	B	C	B	D	 	 	 	 	 	 	 	 	 	 	C	A	B	C	B	B	B	B	B	B	B	C	C	D	C	E	B	D	B
1	01	02	01	00	004	7112	   0	  2321	B	B	C	B	B	B	B	B	B	B	C	 	 	 	 	 	 	 	 	 	 	B	A	C	C	B	B	B	A	B	B	C	B	B	C	C	B	A	E	B
1	01	02	02	00	004	7107	   0	  5953	B	B	C	B	B	C	B	B	B	C	B	 	 	 	 	 	 	 	 	 	 	C	B	B	B	A	B	B	A	B	B	N	B	B	B	B	D	B	C	C
1	01	02	02	00	004	7108	   0	  5953	B	B	C	B	B	C	B	B	B	C	B	 	 	 	 	 	 	 	 	 	 	C	C	B	B	A	B	B	A	B	B	N	B	B	B	B	D	B	C	C
1	01	02	02	00	004	7109	   0	  5953	B	B	C	A	B	B	A	A	A	B	B	 	 	 	 	 	 	 	 	 	 	C	A	B	A	A	A	A	A	A	A	N	B	A	C	A	D	A	D	C
1	01	02	02	00	004	7110	   0	  5953	B	B	C	A	B	B	A	A	A	B	B	 	 	 	 	 	 	 	 	 	 	C	A	B	A	A	A	A	A	A	A	N	B	A	C	A	D	A	D	C
1	01	02	02	00	004	7111	   0	  5953	B	B	C	A	B	B	A	A	A	B	B	 	 	 	 	 	 	 	 	 	 	C	A	B	A	A	A	A	A	A	A	N	B	A	C	A	D	A	D	C
1	01	02	02	00	004	7112	   0	  6074	B	B	C	A	B	B	A	A	A	B	B	 	 	 	 	 	 	 	 	 	 	B	A	B	A	A	A	B	A	A	A	N	B	A	C	B	B	B	C	A
1	01	02	03	00	004	7107	   0	  4436	B	B	B	B	B	B	B	A	B	B	B	 	 	 	 	 	 	 	 	 	 	C	A	A	B	A	B	B	A	A	B	N	B	B	B	B	B	B	B	B
1	01	02	03	00	004	7108	   0	  4436	B	B	B	B	B	B	B	A	B	B	B	 	 	 	 	 	 	 	 	 	 	C	A	A	B	A	B	B	A	A	B	N	B	B	B	B	B	B	B	B
1	01	02	03	00	004	7109	   0	  4436	B	B	C	B	A	B	A	B	B	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	B	A	A	A	A	B	A	N	C	B	B	B	C	B	D	A
1	01	02	03	00	004	7110	   0	  4436	B	B	C	B	A	B	A	B	B	B	B	 	 	 	 	 	 	 	 	 	 	B	A	A	B	A	A	A	A	B	A	N	C	B	B	B	C	B	D	A
