CORPS  	PROV   	DIST   	VILG   	HAM    	 +PCN   	MDATE  	VSZ3   	MPOPUL 	MOD8   	MOD7A  	MOD7B  	MOD6A  	MOD6B  	MOD5A  	MOD5B  	MOD5C  	MOD5D  	MOD5E  	MOD5F  	MOD4   	MOD3A  	MOD3B  	MOD3C  	MOD2A  	MOD2B  	MOD2C  	MOD2D  	MOD2E  	MOD2F  	MOD1A  	MOD1B  	MOD1C  	MOD1D  	MOD1E  	MOD1F  	MOD1G  	MOD1H  	MOD1I  	MOD1J  	MOD1K  	MOD1L  	MOD1M  	MOD1N  	MOD1O  	MOD1P  	MOD1Q  	MOD1R  	MOD1S  
4	33	06	06	01	003	7401	   0	  2274	A	A	B	A	A	A	B	A	A	A	B	A	A	A	B	A	B	A	A	B	A	A	A	A	B	A	A	B	A	A	A	A	A	A	B	B	A	A	A	A
4	33	06	06	02	003	7401	   0	  1290	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	A	B	A	A	A	A
4	33	06	06	03	003	7401	   0	  1762	A	A	B	A	A	A	B	A	A	A	B	A	A	A	B	A	B	A	A	B	A	A	A	A	B	A	A	B	A	A	A	A	A	A	B	B	A	A	A	A
4	33	06	06	04	003	7401	   0	  1267	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	A	A	A	A	A	B	A	A	B	A	A	A	A	A	A	A	B	A	A	A	A
4	33	06	07	00	003	7401	   0	     0	B	B	B	B	B	B	C	B	A	C	C	B	B	B	B	B	B	B	B	C	A	A	B	B	B	B	A	N	A	B	A	B	B	A	B	B	N	B	A	A
4	33	06	07	01	003	7401	   0	  1349	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	A	A	A	A	A	B	A	A	B	A	A	A	A	A	A	A	B	A	A	A	A
4	33	06	07	02	003	7401	   0	  1456	A	A	B	A	A	A	B	A	A	A	B	A	A	A	B	A	B	A	A	B	A	A	A	A	B	A	A	B	A	A	A	A	A	A	B	B	A	A	A	A
4	33	06	07	03	003	7401	   0	   800	A	A	B	A	A	A	B	A	A	B	B	A	A	A	B	A	B	A	B	B	A	A	A	A	B	A	A	B	A	A	A	B	A	A	B	B	A	A	A	A
4	33	06	07	04	003	7401	   0	   977	A	A	B	A	A	A	B	A	A	B	B	A	A	A	B	A	B	A	B	B	A	A	A	A	B	A	A	B	A	A	A	A	B	A	B	B	A	A	A	A
4	33	06	08	00	003	7401	   0	     0	C	C	C	B	C	B	C	B	A	C	C	B	B	B	C	B	B	B	C	C	B	A	B	C	B	B	A	N	B	B	A	B	C	A	B	B	N	B	B	B
4	33	06	08	02	003	7401	   0	  1644	B	B	B	A	B	A	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	A	B	B	A	A	B	A	A	A	A	B	A	B	B	A	B	B	B
4	33	06	08	03	003	7401	   0	  1661	B	B	B	A	B	A	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	A	B	B	A	A	B	A	A	A	A	B	A	B	B	A	B	B	B
4	33	06	08	05	003	7401	   0	   306	B	B	C	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	A	B	C	B	A	B	A	B	A	B	C	A	C	B	A	B	C	B
4	33	06	09	00	003	7401	   0	     0	B	B	B	B	B	B	C	B	A	C	B	B	B	B	B	B	B	B	B	B	A	B	B	B	B	B	A	N	B	B	A	B	B	A	A	B	N	A	A	B
4	33	06	09	02	003	7401	   0	   410	B	B	B	A	B	B	B	A	A	B	B	B	B	A	B	B	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	B	A	A	C	A	A	A	B
4	33	06	09	03	003	7401	   0	  1324	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	A	B	A	A	B	A	A	B	A	B	A	A	B	A	A	C	A	A	A	B
4	33	06	09	04	003	7401	   0	  1332	B	B	B	A	B	B	B	A	A	B	A	A	B	A	A	B	B	A	B	A	A	B	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	A	A	B
4	33	06	09	05	003	7401	   0	  3015	B	B	B	B	B	B	B	B	A	B	A	B	B	B	A	B	B	B	B	A	A	B	B	A	B	B	A	C	A	B	A	B	B	A	A	B	A	A	A	B
4	33	06	10	00	003	7401	   0	     0	B	B	B	B	B	B	C	B	A	C	C	B	B	B	C	B	B	B	B	C	B	B	B	B	B	B	A	N	A	B	A	B	B	A	B	B	N	B	A	B
4	33	06	10	01	003	7401	   0	   529	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	B	A	A	B	A	A	B	A	A	A	B	B	B	B	B	A	B	B	B
4	33	06	10	02	003	7401	   0	   832	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	A	B	B	A	A	B	A	A	B	A	A	A	B	A	B	A	B	A	B	A	B
4	33	06	10	03	003	7401	   0	   423	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	B	A	A	B	A	A	B	A	A	A	B	B	B	B	B	A	B	B	B
4	33	06	10	04	003	7401	   0	   407	B	B	B	B	A	B	A	A	B	B	B	B	A	B	B	B	A	A	B	B	B	B	A	A	A	A	A	B	A	A	A	B	B	B	B	B	A	B	B	B
4	33	06	10	05	003	7401	   0	  1165	B	B	B	A	B	B	B	A	A	B	B	B	B	A	B	B	B	A	B	B	B	B	A	A	B	A	A	B	A	A	A	B	B	A	B	B	A	B	B	B
4	33	06	10	08	003	7401	   0	  1301	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	B	A	A	B	A	A	B	A	A	A	B	B	B	B	B	A	B	B	B
4	33	06	11	00	003	7401	   0	     0	B	B	C	B	B	B	C	B	B	C	C	B	B	B	B	B	B	B	B	C	A	A	B	B	B	B	B	N	A	B	A	B	B	A	B	B	N	B	A	A
4	33	06	11	01	003	7401	   0	  1796	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	A	A	A	A	A	B	A	A	B	A	A	A	A	A	A	B	A	A	A	A	A
4	33	06	11	02	003	7401	   0	   778	A	A	B	A	A	A	B	A	A	B	B	A	A	A	B	A	B	A	A	B	A	A	A	A	B	A	A	B	A	A	A	A	A	A	B	A	B	B	A	A
4	33	06	12	00	003	7401	   0	     0	B	B	C	B	B	B	C	B	B	C	C	B	B	B	B	B	B	B	B	C	A	B	B	B	B	B	A	N	B	B	A	B	B	B	B	B	N	B	A	A
4	33	06	12	01	003	7401	   0	  2335	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	B	B	A	B	B	B	A	A	B	B	B	B	A	B	B	A
4	33	06	12	04	003	7401	   0	   285	B	B	C	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	A	A	B	B	B	A	B	B	B	B	C	A	B	C	A
4	33	06	13	00	003	7401	   0	     0	B	B	C	B	B	B	C	B	B	C	C	B	B	B	C	B	C	B	C	C	B	A	B	B	C	B	A	N	B	B	A	B	C	B	C	B	N	B	A	B
4	33	06	13	01	003	7401	   0	   648	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	A	A	A	B	B	B	C	B	A	A	B	B
4	33	06	13	03	003	7401	   0	  1607	B	B	B	B	A	A	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	A	A	B	A	A	B	B	B	A	B	B	C	C	B	A	B	B	B
4	33	06	14	00	003	7401	   0	     0	B	B	C	B	B	B	C	B	B	B	C	B	B	B	B	B	B	B	B	C	A	A	B	B	B	B	A	N	B	B	A	B	A	B	B	C	N	A	B	A
4	33	06	14	02	003	7401	   0	  1223	B	B	C	B	A	A	B	A	B	B	B	B	A	B	B	A	B	A	B	B	B	A	A	A	B	A	A	B	A	A	A	B	B	B	B	C	A	A	C	A
4	33	06	14	04	003	7401	   0	   831	B	B	C	B	A	A	B	B	B	B	B	B	A	B	C	A	B	B	B	B	C	A	A	A	C	B	A	B	B	B	A	B	B	B	B	C	A	A	D	A
4	33	06	14	06	003	7401	   0	  1314	B	B	C	B	A	A	B	A	B	B	B	B	A	B	B	A	B	A	B	B	B	A	A	A	B	A	A	B	A	A	A	B	A	B	B	B	A	A	C	A
4	33	06	15	00	003	7401	   0	     0	B	B	B	B	B	B	C	B	A	C	B	B	B	B	B	B	B	B	B	B	B	A	B	B	B	B	A	N	A	B	A	B	A	A	A	A	N	A	B	B
4	33	06	15	01	003	7401	   0	  1384	A	A	B	A	A	A	A	A	A	B	B	A	A	A	B	A	A	A	B	B	A	A	A	A	A	A	A	B	A	A	A	B	A	A	C	A	A	A	A	B
4	33	06	15	02	003	7401	   0	  1168	A	A	B	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	B	A	A	A	B	A	A	A	A	A	A	A	B
4	33	06	15	03	003	7401	   0	  1845	A	A	B	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	B	A	A	A	B	A	A	A	A	A	A	A	B
4	33	06	15	04	003	7401	   0	  1283	A	A	B	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	B	A	A	A	B	A	A	A	A	A	A	A	B
4	33	07	01	00	003	7401	   0	     0	C	C	C	B	D	C	N	B	B	B	C	B	C	B	B	C	D	B	B	C	A	C	B	C	B	N	A	N	B	B	A	B	A	B	B	B	N	A	B	A
4	33	07	01	01	003	7401	   0	   641	B	B	B	A	C	D	B	A	A	B	A	B	C	A	A	D	B	A	A	A	A	C	D	B	A	B	A	C	A	A	A	A	A	A	B	A	A	A	B	A
4	33	07	01	02	003	7401	   0	  1148	B	B	B	A	B	B	A	A	A	A	B	B	B	A	B	B	A	A	A	B	A	C	A	B	B	A	A	A	A	A	A	A	A	A	B	B	A	A	B	A
4	33	07	01	03	003	7401	   0	  1172	B	B	B	A	B	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	C	A	B	A	A	A	A	A	A	A	B	A	A	B	A	A	B	A	A
4	33	07	01	04	003	7401	   0	   211	B	B	C	B	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	C	A	B	B	A	A	B	A	A	A	C	A	B	B	B	A	B	C	A
4	33	07	01	05	003	7401	   0	   357	B	B	C	B	B	C	B	B	B	B	B	B	B	B	C	C	B	B	B	B	C	C	C	B	B	B	A	C	B	B	A	B	A	B	C	B	A	B	D	A
4	33	07	01	06	003	7401	   0	   313	B	B	C	B	B	C	B	B	B	B	B	B	B	B	B	C	B	B	B	B	B	D	A	B	B	A	A	B	A	B	A	A	B	B	B	B	A	A	C	A
4	33	07	01	07	003	7401	   0	   235	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	C	A	B	B	A	A	B	B	B	A	C	A	B	B	B	A	B	B	A
4	33	07	01	08	003	7401	   0	   234	B	B	C	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	C	A	B	B	A	A	B	B	B	A	B	A	B	B	B	A	B	C	A
4	33	07	01	09	003	7401	   0	   169	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	C	A	B	B	A	A	B	A	A	A	B	A	B	B	B	A	B	B	A
4	33	07	02	00	003	7401	   0	     0	B	B	B	B	B	B	C	B	A	B	B	B	B	B	B	B	B	B	B	B	A	B	B	B	B	B	A	N	B	B	A	B	B	A	A	A	N	A	A	A
4	33	07	02	01	003	7401	   0	   461	B	B	C	B	B	C	B	B	B	C	B	B	B	B	B	C	B	B	B	B	B	B	C	A	B	B	A	C	A	B	A	C	B	B	B	B	A	B	C	A
4	33	07	02	02	003	7401	   0	  1254	B	B	B	B	B	B	B	A	B	C	A	A	A	B	A	B	A	A	B	A	A	B	A	A	A	A	A	D	A	A	A	B	A	B	A	A	A	B	A	A
4	33	07	02	03	003	7401	   0	   962	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	A	A	A	B	A	A
4	33	07	02	04	003	7401	   0	   353	B	B	A	A	B	B	B	A	A	A	A	A	B	A	A	B	B	A	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	A	A	A	A	A	A	A
4	33	07	02	05	003	7401	   0	   820	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	A	A	A	B	A	A
4	33	07	02	06	003	7401	   0	   453	B	B	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	A	B	B	A	A	B	A	A	B	B	B	A	B	B	B	A	A	A	B	C	A
4	33	07	02	07	003	7401	   0	   511	A	A	B	A	A	B	A	A	A	B	A	A	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	A	A	A	A	B	A	A	A	A	A	B	B	A
4	33	07	03	00	003	7401	   0	     0	B	B	B	B	B	B	C	B	A	C	C	B	B	B	B	B	B	B	B	C	A	A	B	B	B	B	A	N	A	B	A	B	B	A	B	B	N	B	A	A
4	33	07	03	01	003	7401	   0	   806	A	A	B	A	A	A	A	A	A	B	B	A	A	A	B	A	A	A	B	B	B	A	A	A	A	A	A	B	A	A	A	B	B	A	B	B	A	C	A	A
4	33	07	03	03	003	7401	   0	  1052	A	A	B	A	A	A	A	A	A	B	A	A	A	A	B	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	A	C	A	A
4	33	07	03	04	003	7401	   0	   331	A	A	B	A	A	A	A	A	A	B	B	A	A	A	B	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	B	A	A	B	B	A	C	A	A
4	33	07	03	05	003	7401	   0	  1456	A	A	B	A	A	A	A	A	A	B	B	A	A	A	B	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	B	B	A	B	B	A	C	A	A
4	33	07	03	06	003	7401	   0	   730	A	A	B	A	A	A	A	A	A	B	A	A	A	A	B	A	A	A	B	A	B	A	A	A	A	A	A	B	A	A	A	B	A	A	A	B	A	C	A	A
4	33	07	03	08	003	7401	   0	  1020	A	A	B	A	A	A	A	A	A	B	B	A	A	A	B	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	B	B	A	B	B	A	C	A	A
4	33	07	04	00	003	7401	   0	     0	C	C	B	B	C	B	N	B	A	C	B	C	C	B	C	B	D	B	B	B	C	B	B	C	B	N	A	N	B	B	A	B	B	A	A	A	N	N	B	A
4	33	07	04	01	003	7401	   0	   537	B	B	B	A	B	B	A	A	A	B	A	B	B	A	B	B	A	A	A	A	B	B	A	B	A	A	A	A	A	A	A	B	A	A	A	A	A	D	B	A
4	33	07	04	02	003	7401	   0	   474	B	B	B	A	B	B	A	A	A	B	A	B	B	A	B	B	A	A	A	A	B	B	A	B	A	A	A	A	A	A	A	B	A	A	A	A	A	D	B	A
4	33	07	04	03	003	7401	   0	  2339	B	B	B	A	B	B	A	A	A	B	A	B	B	A	B	B	A	A	A	A	B	B	A	B	A	A	A	A	A	A	A	B	A	A	A	A	A	D	A	A
4	33	07	04	05	003	7401	   0	  1154	C	C	C	C	B	B	C	C	B	C	B	B	B	B	C	B	B	C	B	B	D	B	B	B	B	C	A	C	B	C	A	B	A	B	C	B	A	D	D	A
4	33	07	04	06	003	7401	   0	   633	B	B	C	B	B	C	B	B	B	C	B	B	B	B	C	C	B	B	B	B	C	B	D	B	B	B	A	C	B	B	A	B	A	B	B	B	A	D	C	A
4	33	07	04	07	003	7401	   0	   808	B	B	C	B	B	B	A	A	B	C	A	B	B	A	B	B	A	A	A	A	B	B	A	B	B	A	A	A	A	A	A	B	B	B	A	A	A	D	B	A
4	33	07	04	09	003	7401	   0	   454	B	B	B	A	B	B	A	A	A	B	A	B	B	A	B	B	A	A	A	A	B	B	A	B	B	A	A	A	A	A	A	B	A	A	A	A	A	D	B	A
4	33	07	05	00	003	7401	   0	     0	B	B	C	B	B	B	C	B	A	D	B	B	B	B	B	B	B	B	C	B	B	B	B	B	B	B	A	N	B	B	A	B	C	A	A	A	N	N	A	A
4	33	07	05	01	003	7401	   0	  1741	A	A	B	A	A	B	A	A	A	B	A	A	A	A	A	B	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	A	B	A	A	A	A	B	A	A
4	33	07	05	02	003	7401	   0	   195	B	B	C	B	A	B	A	A	B	C	A	A	A	A	B	B	A	A	A	A	C	B	A	A	A	A	A	A	A	A	A	B	B	B	A	A	A	D	C	A
4	33	07	05	03	003	7401	   0	  1361	A	A	B	A	A	B	A	A	A	B	A	A	A	A	B	B	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	B	A	A	A	A	A	D	A	A
4	33	07	05	04	003	7401	   0	   748	B	B	C	B	A	B	A	A	B	C	A	A	A	A	B	B	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	B	B	B	A	A	A	D	B	A
4	33	07	05	05	003	7401	   0	  3319	B	B	C	B	B	B	B	A	B	C	A	B	B	B	B	B	B	A	B	A	C	B	A	A	B	A	A	B	A	A	A	B	B	B	A	A	A	D	C	A
4	33	07	05	06	003	7401	   0	   396	B	B	C	B	B	B	B	B	B	C	A	B	B	B	B	B	B	B	B	A	C	B	B	B	B	A	A	B	A	B	A	B	B	B	A	A	A	D	C	A
4	33	07	05	07	003	7401	   0	  1368	B	B	C	B	B	C	B	B	B	C	A	B	B	B	B	C	B	B	B	A	C	B	C	A	B	B	A	C	B	B	A	C	B	B	A	A	A	D	C	A
4	33	07	05	09	003	7401	   0	   331	A	A	B	A	A	B	A	A	A	C	A	A	A	A	B	B	A	A	B	A	B	B	A	A	A	A	A	C	A	A	A	B	B	A	A	A	A	D	A	A
4	33	07	05	10	003	7401	   0	   546	A	A	B	A	A	B	A	A	A	C	A	A	A	A	B	B	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	D	B	A
4	33	07	05	11	003	7401	   0	   874	B	B	C	B	A	B	A	A	B	C	A	B	A	B	B	B	A	A	B	A	B	B	A	A	A	A	A	B	A	A	A	B	B	B	A	A	A	D	B	A
4	33	07	06	00	003	7401	   0	     0	B	B	B	B	B	B	C	B	A	C	B	B	B	B	C	B	B	B	B	B	C	A	B	B	B	B	A	N	A	B	A	B	A	A	A	A	N	N	A	B
4	33	07	06	01	003	7401	   0	  1904	A	A	B	A	A	A	A	A	A	B	A	A	A	A	B	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	A	B	A	A	A	A	A	D	A	B
4	33	07	06	03	003	7401	   0	  1141	A	A	B	A	A	A	B	A	A	C	A	A	A	A	B	A	B	A	B	A	C	A	A	A	B	A	A	B	A	A	A	B	A	A	B	A	A	D	B	B
4	33	07	06	04	003	7401	   0	   478	B	B	C	B	A	A	A	A	B	C	A	B	A	B	B	A	A	A	B	A	C	A	A	A	A	A	A	B	A	A	A	B	A	B	B	A	A	D	B	B
4	33	07	06	05	003	7401	   0	  2095	A	A	B	A	A	A	A	A	A	B	A	A	A	A	B	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	A	B	A	A	B	A	A	D	A	B
4	33	07	06	06	003	7401	   0	   905	A	A	B	A	A	A	A	A	A	C	A	A	A	A	B	A	A	A	B	A	B	A	A	A	A	A	A	B	A	A	A	B	A	A	B	A	A	D	A	B
4	33	07	07	00	003	7401	   0	     0	C	C	C	B	C	B	N	B	A	B	C	B	C	B	B	B	D	B	B	C	A	B	B	C	B	N	A	N	B	B	A	B	B	A	B	C	N	A	B	A
4	33	07	07	01	003	7401	   0	   525	B	B	B	A	B	B	A	A	A	B	B	B	B	A	B	B	A	A	A	B	A	B	A	B	A	A	A	A	A	A	A	B	B	A	B	B	A	B	A	A
4	33	07	07	02	003	7401	   0	   795	B	B	B	A	B	C	B	A	A	B	B	B	B	A	B	C	B	A	B	B	B	B	D	B	A	B	A	B	A	A	A	B	A	A	B	B	A	B	B	A
4	33	07	07	03	003	7401	   0	  1107	B	B	B	B	B	B	A	B	A	B	B	B	B	A	B	B	A	B	A	B	B	B	B	B	A	A	A	A	A	B	A	B	A	A	B	B	A	B	B	A
4	33	07	07	04	003	7401	   0	   319	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	B	A	B	B	A	A	B	A	A	A	A	B	B	B	B	A	B	B	A
4	33	07	07	05	003	7401	   0	   435	B	B	C	B	B	B	B	B	B	B	B	B	B	B	C	B	B	B	B	B	C	B	B	B	B	B	B	B	B	B	A	A	B	B	C	B	A	A	D	A
4	33	07	07	06	003	7401	   0	   236	B	B	C	B	B	B	B	B	A	B	B	B	B	B	C	B	B	B	B	B	C	B	A	B	B	A	A	B	B	B	A	A	B	A	B	B	A	A	D	A
4	33	07	07	07	003	7401	   0	   167	B	B	C	B	B	B	B	B	A	B	B	B	B	B	C	B	B	B	B	B	C	B	A	B	B	A	A	B	B	B	A	A	B	A	B	B	A	A	D	A
4	33	07	07	08	003	7401	   0	   183	B	B	C	B	B	B	B	B	A	B	B	B	B	B	C	B	B	B	B	B	C	B	A	B	B	A	A	B	B	B	A	A	B	A	B	B	A	A	D	A
4	33	07	07	10	003	7401	   0	   650	B	B	B	A	B	B	B	A	A	B	B	B	B	A	B	B	B	A	B	B	A	B	A	B	B	A	A	B	A	A	A	A	B	A	B	B	A	A	B	A
4	33	07	07	11	003	7401	   0	   918	B	B	B	A	B	B	A	A	A	A	B	B	B	A	B	B	A	A	A	B	A	B	A	B	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	A
4	33	07	08	00	003	7401	   0	     0	C	C	C	B	C	B	C	B	A	D	B	B	B	B	B	B	B	B	C	B	B	B	B	C	B	B	A	N	B	B	A	B	C	A	A	B	N	N	A	A
4	33	07	08	01	003	7401	   0	   552	B	B	B	A	B	B	A	A	A	C	A	B	B	A	B	B	A	A	A	A	B	B	A	B	A	A	A	A	A	A	A	B	B	A	B	A	A	D	B	A
4	33	07	08	02	003	7401	   0	   700	B	B	B	B	B	B	B	B	A	C	A	B	B	B	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	B	A	B	B	A	B	A	A	D	B	A
4	33	07	08	04	003	7401	   0	  1533	B	B	B	A	B	B	A	A	A	B	A	A	B	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	A	A	A	B	A	A	A	A	B	A	A
4	33	07	08	05	003	7401	   0	   557	B	B	C	B	B	C	B	B	B	C	A	B	B	B	B	C	B	B	B	A	B	B	C	B	B	A	A	C	A	B	A	B	B	B	B	A	A	D	B	A
4	33	07	09	00	003	7401	   0	     0	C	C	C	B	C	B	C	B	B	C	C	B	B	B	C	B	B	B	B	C	B	B	B	C	B	B	A	N	B	B	A	B	A	B	B	C	N	B	A	B
4	33	07	09	01	003	7401	   0	   598	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	B	A	B	B	A	A	B	A	A	A	C	A	B	B	C	A	B	B	B
4	33	07	09	03	003	7401	   0	  1260	B	B	B	A	B	B	A	A	A	B	B	B	B	A	B	B	A	A	A	B	B	B	A	B	B	A	A	A	A	A	A	A	A	A	B	B	A	B	A	B
4	33	07	09	04	003	7401	   0	   872	B	B	C	B	B	B	B	B	B	B	B	B	B	B	C	B	B	B	B	B	C	B	A	B	B	A	A	B	B	B	A	B	A	B	B	C	A	B	D	B
4	33	07	09	05	003	7401	   0	   383	B	B	B	A	B	B	A	A	A	B	B	B	B	A	B	B	A	A	A	B	B	B	A	B	B	A	A	A	A	A	A	A	A	A	B	C	A	A	B	B
4	33	07	09	07	003	7401	   0	   990	B	B	C	B	B	B	B	B	B	B	C	B	B	B	C	B	B	B	B	C	C	B	A	B	B	A	A	B	B	B	A	C	A	B	C	C	A	B	D	B
4	33	07	09	08	003	7401	   0	  1144	B	B	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	A	A	B	A	B	A	A	A	A	B	C	A	A	B	B
4	33	07	10	00	003	7401	   0	     0	B	B	B	B	B	B	C	B	A	C	C	B	B	B	B	B	B	B	B	C	A	A	B	B	B	B	A	N	B	B	A	B	A	A	B	B	N	B	A	A
4	33	07	10	01	003	7401	   0	  3172	A	A	B	A	A	A	A	A	A	B	B	A	A	A	B	A	A	A	A	B	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	B	A	A
4	33	07	10	03	003	7401	   0	   808	B	B	C	B	A	A	A	B	B	B	B	B	A	B	C	A	A	B	A	B	C	A	A	A	A	A	A	A	A	B	A	B	A	B	B	B	A	C	C	A
4	33	07	10	04	003	7401	   0	   830	B	B	B	B	A	A	A	A	B	B	B	A	A	A	B	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	C	A	B	B	B	A	C	B	A
4	33	07	10	05	003	7401	   0	   889	B	B	B	B	A	A	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	A	A	B	A	A	B	B	B	A	C	A	B	B	B	A	C	B	A
4	33	07	10	06	003	7401	   0	  1064	B	B	C	B	A	A	A	A	B	B	B	B	A	B	C	A	A	A	B	B	C	A	A	A	A	A	A	B	A	A	A	B	A	B	B	B	A	C	C	A
4	33	07	11	00	003	7401	   0	     0	C	C	B	B	C	B	N	B	A	B	C	B	C	B	B	B	D	B	B	C	A	B	B	C	B	N	A	N	B	B	A	B	B	A	B	C	N	A	A	A
4	33	07	11	03	003	7401	   0	   591	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	B	A	B	B	A	A	B	A	A	A	B	B	B	B	B	A	B	B	A
4	33	07	11	04	003	7401	   0	   590	B	B	C	A	B	B	B	A	A	B	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	A	A	B	A	A	A	A	B	A	B	C	A	A	C	A
4	33	07	11	06	003	7401	   0	   445	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	A	B	A	B	B	B	B	B	A	B	B	A
4	33	07	11	07	003	7401	   0	   862	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	A	B	A	B	B	A	A	B	B	B	A	A	B	A	B	C	A	A	B	A
4	33	07	11	09	003	7401	   0	   398	B	B	B	A	B	B	A	A	A	A	B	B	B	A	B	B	A	A	A	B	A	B	A	B	B	A	A	A	A	A	A	A	B	A	B	C	A	A	B	A
4	33	07	11	10	003	7401	   0	   707	C	C	C	B	C	C	C	B	B	C	B	B	B	B	B	C	B	B	B	B	B	B	C	B	B	C	A	C	B	B	A	C	B	B	B	C	A	B	B	A
4	33	07	11	11	003	7401	   0	   641	B	B	B	B	B	C	B	B	B	B	B	B	B	B	B	C	B	B	B	B	B	B	C	B	B	B	A	C	A	B	A	B	B	B	B	C	A	B	B	A
4	33	07	11	13	003	7401	   0	   771	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	B	A	A	B	B	B	B	A	B	A	A	A	B	A	A	A	B	B	B	B	B	A	B	B	A
4	33	91	01	00	003	7401	   0	     0	B	B	B	B	B	B	C	B	A	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	B	B	A	N	A	B	A	B	A	A	A	A	N	A	A	N
4	33	91	01	01	003	7401	   0	  3640	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	A	A	N
4	33	91	01	02	003	7401	   0	  1862	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	A	A	N
