CORPS  	PROV   	DIST   	VILG   	HAM    	 +PCN   	MDATE  	VSZ3   	MPOPUL 	MOD8   	MOD7A  	MOD7B  	MOD6A  	MOD6B  	MOD5A  	MOD5B  	MOD5C  	MOD5D  	MOD5E  	MOD5F  	MOD4   	MOD3A  	MOD3B  	MOD3C  	MOD2A  	MOD2B  	MOD2C  	MOD2D  	MOD2E  	MOD2F  	MOD1A  	MOD1B  	MOD1C  	MOD1D  	MOD1E  	MOD1F  	MOD1G  	MOD1H  	MOD1I  	MOD1J  	MOD1K  	MOD1L  	MOD1M  	MOD1N  	MOD1O  	MOD1P  	MOD1Q  	MOD1R  	MOD1S  
1	01	01	01	00	003	7401	   0	     0	C	C	D	C	B	B	C	C	B	D	D	C	B	C	D	B	B	C	C	D	C	B	B	B	B	B	A	N	C	C	B	C	C	B	C	D	N	B	D	C
1	01	01	01	01	003	7401	   0	   512	B	B	D	B	A	B	A	B	B	C	D	B	A	B	D	B	A	B	B	D	C	B	A	A	A	A	A	B	B	B	A	B	D	C	C	D	D	B	D	C
1	01	01	01	02	003	7401	   0	   434	B	B	D	B	A	B	A	B	B	C	D	B	A	B	D	B	A	B	B	D	C	B	A	A	A	A	A	B	B	B	A	B	D	C	C	D	D	B	D	C
1	01	01	01	03	003	7401	   0	    82	B	B	D	B	A	B	A	B	B	C	D	B	A	B	D	B	A	B	B	D	C	B	A	A	A	A	A	B	B	B	A	B	D	C	C	D	D	B	D	C
1	01	01	01	04	003	7401	   0	   210	C	C	D	C	B	B	B	C	C	B	D	C	B	C	D	B	B	C	B	D	C	B	A	A	B	B	A	B	C	B	B	C	B	C	C	D	D	A	D	C
1	01	01	01	05	003	7401	   0	   438	C	C	D	C	B	B	B	C	C	B	D	C	B	C	D	B	B	C	B	D	C	B	A	A	B	B	A	B	C	B	B	C	B	C	C	D	D	A	D	C
1	01	01	02	00	003	7401	   0	     0	C	C	D	C	C	C	C	C	B	D	C	C	C	C	C	C	B	C	C	C	C	C	B	C	B	B	A	N	C	C	A	B	C	B	C	C	N	B	D	C
1	01	01	02	01	003	7401	   0	   383	B	B	C	B	B	B	A	B	B	B	C	B	B	B	C	B	A	B	B	C	C	B	A	B	A	A	A	B	B	B	A	B	B	B	B	C	D	A	D	C
1	01	01	02	02	003	7401	   0	  1520	B	B	C	B	B	B	A	B	B	B	C	B	B	B	C	B	A	B	B	C	C	B	A	B	A	A	A	B	B	B	A	B	B	B	B	C	D	A	D	C
1	01	01	02	03	003	7401	   0	   685	B	B	C	B	B	B	A	B	B	B	C	B	B	B	C	B	A	B	B	C	C	B	A	B	A	A	A	B	B	B	A	B	B	B	B	C	D	A	D	C
1	01	01	02	04	003	7401	   0	   944	B	B	C	B	B	B	A	B	B	B	C	B	B	B	C	B	A	B	B	C	C	B	A	B	A	A	A	B	B	B	A	B	B	B	B	C	D	A	D	C
1	01	01	02	05	003	7401	   0	   483	B	B	C	B	B	B	A	B	B	B	C	B	B	B	C	B	A	B	B	C	C	B	A	B	A	A	A	B	B	B	A	B	B	B	B	C	D	A	D	C
1	01	01	02	06	003	7401	   0	    66	B	B	C	B	B	B	A	B	B	B	C	B	B	B	C	B	A	B	B	C	C	B	A	B	A	A	A	B	B	B	A	B	B	B	B	C	D	A	D	C
1	01	01	03	00	003	7401	   0	     0	C	C	C	B	C	B	C	B	A	C	B	B	B	B	C	B	B	B	B	B	C	B	B	C	B	B	A	N	A	B	A	B	A	A	A	B	N	B	C	C
1	01	01	03	01	003	7401	   0	   668	B	B	C	A	B	B	A	A	A	B	C	B	B	A	C	B	A	A	A	C	C	B	A	B	A	A	A	B	A	A	A	A	A	A	A	C	C	A	C	C
1	01	01	03	02	003	7401	   0	   355	B	B	C	A	B	B	A	A	A	B	C	B	B	A	C	B	A	A	A	C	C	B	A	B	A	A	A	B	A	A	A	A	A	A	A	C	C	A	C	C
1	01	01	03	03	003	7401	   0	  2174	B	B	C	A	B	B	A	A	A	B	C	B	B	A	C	B	A	A	A	C	B	B	A	B	A	A	A	B	A	A	A	A	A	A	A	C	C	A	B	C
1	01	01	03	04	003	7401	   0	   740	B	B	C	A	B	B	A	A	A	B	C	B	B	A	C	B	A	A	A	C	C	B	A	B	A	A	A	B	A	A	A	A	A	A	A	C	C	A	C	C
1	01	01	03	05	003	7401	   0	   576	B	B	C	A	B	B	A	A	A	B	C	B	B	A	C	B	A	A	A	C	C	B	A	B	A	A	A	B	A	A	A	A	A	A	A	C	C	A	C	C
1	01	01	03	06	003	7401	   0	   305	B	B	C	A	B	B	A	A	A	B	C	B	B	A	C	B	A	A	A	C	C	B	A	B	A	A	A	B	A	A	A	A	A	A	A	C	C	A	C	C
1	01	01	03	07	003	7401	   0	   664	B	B	C	A	B	B	A	A	A	B	C	B	B	A	C	B	A	A	A	C	C	B	A	B	A	A	A	B	A	A	A	A	A	A	A	C	C	A	C	C
1	01	01	03	11	003	7401	   0	   547	B	B	C	A	B	B	A	A	A	B	C	B	B	A	C	B	A	A	A	C	B	B	B	B	A	A	A	B	A	A	A	A	A	A	A	C	C	A	B	C
1	01	01	04	00	003	7401	   0	     0	C	C	D	C	C	C	C	C	B	C	D	C	C	C	D	C	B	C	C	D	C	C	B	N	B	B	A	N	C	C	A	B	C	B	D	D	N	B	D	B
1	01	01	04	01	003	7401	   0	   267	B	B	D	B	B	B	A	B	B	B	D	B	B	B	D	B	A	B	B	D	D	B	A	B	A	A	A	B	B	B	A	A	C	C	D	C	D	A	E	B
1	01	01	04	02	003	7401	   0	  1007	B	B	D	B	B	B	A	B	B	B	D	B	B	B	D	B	A	B	B	D	D	B	A	B	A	A	A	B	B	B	A	A	C	C	D	C	D	A	E	B
1	01	01	04	03	003	7401	   0	   253	B	B	D	B	B	B	A	B	B	B	D	B	B	B	D	B	A	B	B	D	D	B	A	B	A	A	A	B	B	B	A	A	C	C	D	C	D	A	E	B
1	01	01	04	04	003	7401	   0	   364	B	B	D	B	B	B	A	B	B	B	D	B	B	B	D	B	A	B	B	D	D	B	A	B	A	A	A	B	B	B	A	A	C	C	D	C	D	A	E	B
1	01	01	04	05	003	7401	   0	   412	B	B	D	B	B	B	A	B	B	B	D	B	B	B	D	B	A	B	B	D	D	B	A	B	A	A	A	B	B	B	A	A	C	C	D	C	D	A	E	B
1	01	01	05	00	003	7401	   0	     0	C	C	D	C	C	C	C	C	B	C	D	C	C	B	D	C	B	C	B	D	C	C	B	N	B	B	A	N	C	C	A	B	B	B	D	C	N	B	D	C
1	01	01	05	01	003	7401	   0	  1104	B	B	C	B	B	B	A	B	B	B	C	B	B	B	C	B	A	B	B	C	C	B	A	B	A	A	A	B	B	B	A	A	B	B	C	C	D	A	D	C
1	01	01	05	02	003	7401	   0	  2048	B	B	C	B	B	B	A	B	B	B	C	B	B	B	C	B	A	B	B	C	C	B	A	B	A	A	A	B	B	B	A	A	B	B	C	C	D	A	D	C
1	01	01	05	03	003	7401	   0	  2182	B	B	C	B	B	B	A	B	B	B	C	B	B	B	C	B	A	B	B	C	C	B	A	B	A	A	A	B	B	A	A	A	B	B	C	C	D	A	D	C
1	01	01	05	04	003	7401	   0	   756	B	B	C	B	B	B	A	B	B	B	C	B	B	B	C	B	A	B	B	C	C	B	A	B	A	A	A	B	B	A	A	A	B	B	C	C	D	A	D	C
1	01	01	07	00	003	7401	   0	     0	C	C	D	B	C	C	C	B	B	C	C	C	C	B	D	C	B	B	B	C	D	C	B	N	B	B	A	N	B	B	A	B	A	B	C	C	N	B	D	D
1	01	01	07	01	003	7401	   0	  2247	B	B	C	B	B	C	A	B	B	B	C	B	B	B	D	C	A	B	A	C	D	C	B	B	A	A	A	B	B	B	A	A	A	B	B	C	D	A	D	D
1	01	01	07	02	003	7401	   0	   964	B	B	C	B	B	B	A	B	B	B	C	B	B	B	D	B	A	B	A	C	D	C	A	B	A	A	A	B	B	B	A	A	A	B	B	C	D	A	D	D
1	01	01	07	03	003	7401	   0	   646	B	B	C	B	B	B	A	B	B	B	C	B	B	B	D	B	A	B	A	C	D	C	A	B	A	A	A	B	B	B	A	A	A	B	B	C	D	A	D	D
1	01	01	07	04	003	7401	   0	   137	B	B	C	B	B	B	A	B	B	B	C	B	B	B	D	B	A	B	A	C	D	C	A	B	A	A	A	B	B	B	A	A	A	B	B	C	D	A	D	D
1	01	01	07	05	003	7401	   0	    56	B	B	C	B	B	B	A	B	B	B	C	B	B	B	D	B	A	B	A	C	D	C	A	B	A	A	A	B	B	B	A	A	A	B	B	C	D	A	D	D
1	01	01	08	00	003	7401	   0	     0	C	C	D	C	C	C	C	C	B	C	C	C	C	B	D	C	B	C	B	C	D	C	B	N	B	B	A	N	C	C	A	B	B	B	B	C	N	B	D	D
1	01	01	08	01	003	7401	   0	  1536	B	B	D	B	B	B	A	B	B	C	C	B	B	B	D	B	A	B	B	C	D	B	A	B	A	A	A	B	B	A	A	A	B	B	A	C	D	A	D	D
1	01	01	08	02	003	7401	   0	   462	B	B	D	B	B	B	A	B	B	C	C	B	B	B	D	B	A	B	B	C	D	B	A	B	A	A	A	B	B	B	A	A	B	B	A	C	D	A	D	D
1	01	01	08	03	003	7401	   0	   498	B	B	D	B	B	B	A	B	B	C	C	B	B	B	D	B	A	B	B	C	D	B	A	B	A	A	A	B	B	B	A	A	B	B	B	C	D	A	D	D
1	01	01	09	00	003	7401	   0	     0	C	C	C	C	B	B	C	C	B	C	C	B	B	B	C	B	B	C	B	C	C	B	B	B	B	B	A	N	C	C	A	B	B	B	C	C	N	B	C	D
1	01	01	09	01	003	7401	   0	   905	B	B	D	B	A	B	A	B	B	C	C	B	A	B	D	B	A	B	B	C	D	B	A	A	A	A	A	B	B	B	A	A	B	B	B	C	D	A	D	D
1	01	01	09	02	003	7401	   0	  1124	B	B	D	B	A	B	A	B	B	C	C	B	A	B	D	B	A	B	B	C	D	B	A	A	A	A	A	B	B	B	A	A	B	B	B	C	D	A	D	D
1	01	01	09	03	003	7401	   0	  1249	B	B	D	B	A	B	A	B	B	C	C	B	A	B	D	B	A	B	B	C	D	B	A	A	A	A	A	B	B	B	A	A	B	B	B	C	D	A	D	D
1	01	01	10	00	003	7401	   0	     0	C	C	C	B	C	C	C	B	B	C	C	C	C	B	C	C	B	B	B	C	C	C	B	N	B	B	A	N	B	B	A	B	A	B	D	B	N	B	C	D
1	01	01	10	01	003	7401	   0	   714	B	B	D	B	B	B	A	B	B	C	D	B	B	B	D	B	A	B	B	D	D	B	A	B	A	A	A	B	B	B	A	C	A	B	D	C	D	B	D	D
1	01	01	10	02	003	7401	   0	  2200	B	B	C	B	B	B	A	A	B	C	C	B	B	B	C	B	A	A	B	C	C	B	A	B	A	A	A	B	A	A	A	C	A	B	C	C	D	B	C	D
1	01	01	10	03	003	7401	   0	   428	B	B	D	B	B	B	A	B	B	C	D	B	B	B	D	B	A	B	B	D	D	B	A	B	A	A	A	B	B	B	A	C	A	B	D	C	D	B	D	D
1	01	01	10	04	003	7401	   0	   118	B	B	D	B	B	B	A	B	B	C	D	B	B	B	D	B	A	B	B	D	D	B	A	B	A	A	A	B	B	B	A	C	A	B	D	C	D	B	D	D
1	01	01	10	05	003	7401	   0	   238	B	B	D	B	B	B	A	B	B	C	D	B	B	B	D	B	A	B	B	D	D	B	A	B	A	A	A	B	B	B	A	C	A	B	D	C	D	B	D	D
1	01	01	10	06	003	7401	   0	   311	B	B	D	B	B	B	A	A	B	C	D	B	B	B	D	B	A	A	B	D	D	B	A	B	A	A	A	B	A	A	A	C	A	B	D	C	D	B	D	D
1	01	01	12	00	003	7401	   0	     0	C	C	C	B	C	C	C	B	A	C	C	C	C	B	C	C	B	B	B	C	C	C	B	N	B	B	A	N	B	B	A	B	A	A	B	B	N	B	C	D
1	01	01	12	01	003	7401	   0	  6481	B	B	C	B	B	B	A	B	A	B	B	B	B	A	C	B	A	B	A	B	C	B	A	B	A	A	A	B	A	B	A	A	A	A	B	B	D	A	C	D
1	01	01	12	02	003	7401	   0	   238	B	B	C	B	B	B	A	B	B	B	C	B	B	B	C	B	A	B	A	C	C	B	A	B	A	A	A	B	A	B	A	A	A	B	B	C	D	A	C	D
1	01	01	12	03	003	7401	   0	   141	B	B	C	B	B	B	A	B	A	B	C	B	B	A	C	B	A	B	A	C	C	B	A	B	A	A	A	B	A	B	A	A	A	A	B	C	D	A	C	D
1	01	01	13	00	003	7401	   0	     0	C	C	D	C	C	C	C	C	B	C	D	C	C	B	D	C	B	C	B	D	C	C	B	C	B	B	B	N	C	C	A	B	B	B	D	C	N	B	D	C
1	01	01	13	01	003	7401	   0	  5081	B	B	C	B	B	B	B	B	B	B	C	B	B	B	C	B	B	B	B	C	C	C	A	B	A	B	A	B	B	B	A	A	B	B	C	C	D	A	D	C
1	01	01	14	00	003	7401	   0	     0	C	C	D	B	C	C	C	B	B	C	D	C	C	B	D	C	B	B	B	D	C	C	B	N	B	B	A	N	B	B	A	B	B	B	D	C	N	B	C	D
1	01	01	14	01	003	7401	   0	  2052	B	B	D	B	B	B	A	B	B	C	C	B	B	B	D	B	A	B	B	C	D	B	A	B	A	A	A	B	B	B	A	A	B	B	C	C	D	A	D	D
1	01	01	14	02	003	7401	   0	  1953	B	B	D	B	B	B	A	A	B	C	C	B	B	B	D	B	A	A	B	C	D	B	A	B	A	A	A	B	A	A	A	A	B	B	C	C	D	A	D	D
1	01	01	14	03	003	7401	   0	   980	B	B	C	B	B	B	A	A	B	C	C	B	B	B	C	B	A	A	B	C	C	B	A	B	A	A	A	B	A	A	A	A	B	B	C	C	D	A	C	D
1	01	01	14	04	003	7401	   0	   665	B	B	D	B	B	B	A	B	B	C	D	B	B	B	D	B	A	B	B	D	D	B	A	B	A	A	A	B	B	B	A	A	B	B	D	C	D	A	D	D
1	01	01	14	05	003	7401	   0	   318	B	B	C	B	B	B	A	A	B	C	C	B	B	B	C	B	A	A	B	C	C	B	A	B	A	A	A	B	A	A	A	A	B	B	C	C	D	A	C	D
1	01	01	14	06	003	7401	   0	   184	B	B	C	B	B	B	A	A	B	C	C	B	B	B	C	B	A	A	B	C	C	B	A	B	A	A	A	B	A	A	A	A	B	B	C	C	D	A	C	D
1	01	01	14	07	003	7401	   0	   178	B	B	C	B	B	B	A	A	B	C	C	B	B	B	C	B	A	A	B	C	C	B	A	B	A	A	A	B	A	A	A	A	B	B	C	C	D	A	C	D
1	01	01	15	00	003	7401	   0	     0	C	C	D	C	C	B	C	C	B	C	D	C	C	B	D	B	B	C	B	D	D	B	B	N	B	B	A	N	C	C	A	B	B	B	D	C	N	B	D	D
1	01	01	15	01	003	7401	   0	  1448	B	B	D	B	B	B	A	B	B	C	C	B	B	B	D	B	A	B	B	C	D	B	A	B	A	A	A	B	B	B	A	A	B	B	C	C	D	A	D	D
1	01	01	15	02	003	7401	   0	  1330	B	B	D	B	B	B	A	B	B	C	C	B	B	B	D	B	A	B	B	C	D	B	A	B	A	A	A	B	B	A	A	A	B	B	C	C	D	A	D	D
1	01	01	16	00	003	7401	   0	     0	B	B	D	B	B	B	C	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	B	B	B	B	A	N	B	B	A	B	A	B	D	C	N	B	D	D
1	01	01	16	01	003	7401	   0	    20	B	B	C	B	A	B	A	A	B	B	C	B	A	A	D	B	A	A	A	C	D	B	A	A	A	A	A	B	A	A	A	A	A	B	C	C	D	B	D	D
1	01	01	16	02	003	7401	   0	    90	B	B	C	B	A	B	A	A	B	B	C	B	A	A	D	B	A	A	A	C	D	B	A	A	A	A	A	B	A	A	A	A	A	B	C	C	D	B	D	D
1	01	01	16	03	003	7401	   0	   337	B	B	C	B	A	B	A	A	B	B	C	B	A	A	D	B	A	A	A	C	D	B	A	A	A	A	A	B	A	A	A	A	A	B	C	C	D	B	D	D
1	01	01	16	04	003	7401	   0	    92	B	B	C	B	A	B	A	A	B	B	C	B	A	A	D	B	A	A	A	C	D	B	A	A	A	A	A	B	A	A	A	A	A	B	C	C	D	B	D	D
1	01	01	16	05	003	7401	   0	  1129	B	B	D	B	A	B	A	B	B	C	C	B	A	B	D	B	A	B	B	C	D	B	A	A	A	A	A	B	B	B	A	C	A	C	C	C	D	B	D	D
1	01	01	16	06	003	7401	   0	   970	B	B	D	B	A	B	A	B	B	C	C	B	A	B	D	B	A	B	B	C	D	B	A	A	A	A	A	B	B	B	A	C	A	C	C	C	D	B	D	D
1	01	01	17	00	003	7401	   0	     0	B	B	D	B	B	B	C	B	B	C	D	B	B	B	D	B	B	B	B	D	C	B	B	B	B	B	A	N	B	B	A	B	A	B	D	C	N	B	C	D
1	01	01	17	01	003	7401	   0	   269	B	B	C	B	A	B	A	A	B	B	C	B	A	A	D	B	A	A	A	C	D	B	A	A	A	A	A	B	A	A	A	A	A	B	C	C	D	A	D	D
1	01	01	17	02	003	7401	   0	  2111	B	B	C	B	A	B	A	A	B	B	D	B	A	A	D	B	A	A	A	D	D	B	A	A	A	A	A	B	A	A	A	A	A	B	D	C	D	A	D	D
1	01	01	17	03	003	7401	   0	  1303	B	B	C	B	A	B	A	B	B	B	C	B	A	B	C	B	A	B	A	C	C	B	A	A	A	A	A	B	B	B	A	A	A	B	C	C	D	A	C	D
1	01	01	17	04	003	7401	   0	   316	B	B	D	B	A	B	A	B	B	C	D	B	A	B	D	B	A	B	B	D	D	B	A	A	A	A	A	B	B	B	A	A	B	B	D	C	D	A	D	D
1	01	01	17	05	003	7401	   0	   243	B	B	C	B	A	B	A	B	B	B	D	B	A	B	D	B	A	B	A	D	D	B	A	A	A	A	A	B	B	B	A	A	A	B	D	C	D	A	D	D
1	01	01	18	00	003	7401	   0	     0	B	B	D	B	B	B	C	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	B	B	B	B	A	N	B	B	A	B	A	B	D	C	N	B	D	D
1	01	01	18	01	003	7401	   0	   614	B	B	D	B	A	B	A	B	B	C	C	B	A	B	D	B	A	B	B	C	D	B	A	A	A	A	A	B	B	B	A	C	A	C	C	C	D	B	D	D
1	01	01	18	02	003	7401	   0	   302	B	B	D	B	A	B	A	B	B	C	C	B	A	B	D	B	A	B	B	C	D	B	A	A	A	A	A	B	B	B	A	C	A	C	C	C	D	B	D	D
1	01	01	18	03	003	7401	   0	  1406	B	B	C	B	A	B	A	A	B	B	C	B	A	A	D	B	A	A	A	C	D	B	A	A	A	A	A	B	A	A	A	A	A	B	C	C	D	A	D	D
1	01	01	20	00	003	7401	   0	    20	E	E	E	E	D	D	C	D	E	E	D	E	D	E	E	D	C	D	E	D	E	D	D	N	D	B	E	N	D	D	E	N	E	D	C	D	N	E	E	N
1	01	01	20	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	01	20	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	01	21	00	003	7401	   0	     0	C	C	D	C	B	B	C	C	B	C	D	B	B	B	D	B	B	C	B	D	C	B	B	B	B	B	B	N	C	C	A	B	B	B	D	D	N	A	D	C
1	01	02	01	00	003	7401	   0	     1	E	E	N	N	D	C	N	N	N	N	N	N	D	N	N	C	N	N	N	N	N	B	D	D	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	01	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	01	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	01	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	01	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	01	05	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	02	00	003	7401	   0	     0	C	C	D	C	B	B	C	B	C	D	C	B	B	B	D	B	B	B	C	C	D	A	B	B	B	B	C	N	B	B	C	B	C	B	C	B	N	B	E	D
1	01	02	02	01	003	7401	   0	    41	B	B	D	B	A	A	A	A	C	C	C	B	A	B	D	A	A	A	C	C	E	A	A	A	A	A	B	B	A	A	C	B	C	B	C	C	C	C	E	D
1	01	02	02	02	003	7401	   0	   328	B	B	D	B	A	A	A	A	C	C	C	B	A	B	D	A	A	A	C	C	E	A	A	A	A	A	B	B	A	A	C	B	C	B	C	C	C	C	E	D
1	01	02	02	03	003	7401	   0	    66	B	B	D	B	A	A	B	A	C	C	C	B	A	B	D	A	B	A	C	C	E	A	A	A	B	A	B	B	A	A	C	B	C	B	C	C	C	C	E	D
1	01	02	02	04	003	7401	   0	    99	B	B	D	B	A	A	B	A	C	C	C	B	A	B	D	A	B	A	C	C	E	A	A	A	B	A	B	B	A	A	C	B	C	B	C	C	C	C	E	D
1	01	02	02	05	003	7401	   0	   132	B	B	D	B	A	A	B	A	C	C	C	B	A	B	D	A	B	A	B	C	E	A	A	A	B	A	B	B	A	A	C	B	B	B	C	C	C	C	E	D
1	01	02	02	06	003	7401	   0	    16	B	B	D	B	A	A	B	A	C	C	C	B	A	B	D	A	B	A	C	C	E	A	A	A	B	A	B	B	A	A	C	B	C	B	C	C	C	C	E	D
1	01	02	02	07	003	7401	   0	   180	B	B	D	B	A	A	B	A	C	C	C	B	A	B	D	A	B	A	C	C	E	A	A	A	B	A	B	B	A	A	C	B	C	B	C	C	C	C	E	D
1	01	02	02	08	003	7401	   0	    20	B	B	D	B	A	A	B	A	C	C	C	B	A	B	D	A	B	A	C	C	E	A	A	A	B	A	B	B	A	A	C	B	C	B	C	C	C	C	E	D
1	01	02	03	00	003	7401	   0	     0	C	C	D	C	B	B	C	B	C	D	C	B	B	B	D	B	B	B	C	C	D	A	B	B	B	B	C	N	B	B	B	B	C	B	B	B	N	B	D	D
1	01	02	03	01	003	7401	   0	   631	B	B	D	B	A	A	A	A	B	C	B	B	A	B	D	A	A	A	B	B	E	A	A	A	A	A	B	B	A	A	B	B	C	B	B	B	C	C	E	D
1	01	02	03	02	003	7401	   0	  1065	B	B	D	B	A	A	A	A	B	C	B	B	A	B	D	A	A	A	B	B	E	A	A	A	A	A	B	B	A	A	B	B	C	B	B	B	C	C	E	D
1	01	02	03	03	003	7401	   0	  1003	B	B	D	B	A	A	A	A	B	C	B	B	A	B	D	A	A	A	B	B	E	A	A	A	A	A	B	B	A	A	B	B	C	B	B	B	C	C	E	D
1	01	02	04	00	003	7401	   0	     0	C	C	D	C	B	B	C	B	C	D	C	B	B	B	D	B	B	B	C	C	D	A	B	B	B	B	C	N	B	B	C	B	C	B	B	B	N	B	E	D
1	01	02	04	01	003	7401	   0	   478	B	B	D	B	A	A	A	A	B	C	C	B	A	B	D	A	A	A	B	C	E	A	A	A	A	A	B	B	A	A	B	B	C	B	B	C	C	C	E	D
1	01	02	04	02	003	7401	   0	   238	B	B	D	B	A	A	A	A	B	C	C	B	A	B	D	A	A	A	B	C	E	A	A	A	A	A	B	B	A	A	B	B	C	B	B	C	C	C	E	D
1	01	02	04	03	003	7401	   0	  2706	B	B	D	B	B	A	B	A	B	C	C	B	B	B	D	A	B	A	B	C	D	A	A	B	A	B	B	B	A	A	B	B	C	B	B	C	C	C	D	D
1	01	02	04	04	003	7401	   0	   166	B	B	D	B	A	A	A	A	B	C	C	B	A	B	D	A	A	A	B	C	E	A	A	A	A	A	B	B	A	A	B	B	C	B	B	C	C	C	E	D
1	01	02	04	05	003	7401	   0	    85	B	B	D	B	A	A	A	A	B	C	C	B	A	B	D	A	A	A	B	C	E	A	A	A	A	A	B	B	A	A	B	B	C	B	B	C	C	C	E	D
1	01	02	04	06	003	7401	   0	   303	B	B	D	B	A	A	A	A	B	C	C	B	A	B	D	A	A	A	B	C	E	A	A	A	A	A	B	B	A	A	B	B	C	B	B	C	C	C	E	D
1	01	02	05	00	003	7401	   0	     1	E	E	N	N	D	B	N	N	N	N	N	N	D	N	N	B	N	N	N	N	N	B	B	D	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	05	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	05	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	05	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	06	00	003	7401	   0	     1	E	E	N	N	D	B	N	N	N	N	N	N	D	N	N	B	N	N	N	N	N	B	B	D	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	06	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	06	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	06	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	06	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	06	05	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	06	06	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	06	07	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	07	00	003	7401	   0	  1000	E	E	E	E	E	E	D	E	E	E	N	E	E	E	E	E	D	E	E	N	E	E	E	N	E	B	E	N	E	E	E	N	E	E	N	N	N	N	D	N
1	01	02	07	01	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	07	02	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	07	03	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	07	04	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
