CORPS  	PROV   	DIST   	VILG   	HAM    	 +PCN   	VMDATE 	VSZ4   	VMPOPUL	VMOD8  	VMOD7A 	VMOD7B 	VMOD6A 	VMOD6B 	VMOD5A 	VMOD5B 	VMOD5C 	VMOD5D 	VMOD5E 	VMOD5F 	VMOD4  	VMOD3A 	VMOD3B 	VMOD3C 	VMOD2A 	VMOD2B 	VMOD2C 	VMOD2D 	VMOD2E 	VMOD2F 	VMOD1A 	VMOD1B 	VMOD1C 	VMOD1D 	VMOD1E 	VMOD1F 	VMOD1G 	VMOD1H 	VMOD1I 	VMOD1J 	VMOD1K 	VMOD1L 	VMOD1M 	VMOD1N 	VMOD1O 	VMOD1P 	VMOD1Q 	VMOD1R 	VMOD1S 
1	01	01	02	00	004	6912	   0	  3785	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	C	B	C	B	A	B	B	B	C	B	B	A	N	C	B	B	C	C	B	C	B
1	01	01	03	00	004	6907	   0	  3828	 	 	 	 	 	 	 	 	 	 	 	C	C	C	D	C	C	B	C	C	N	C	B	B	B	C	B	D	B	B	A	N	C	C	B	C	N	N	N	N
1	01	01	03	00	004	6908	   0	  3828	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	C	B	C	C	N	C	A	B	B	C	B	D	B	B	A	N	C	C	B	C	N	N	N	N
1	01	01	03	00	004	6909	   0	  3828	 	 	 	 	 	 	 	 	 	 	 	B	B	B	B	B	B	B	B	B	B	C	A	A	B	B	A	C	B	B	A	N	C	C	B	B	B	B	B	B
1	01	01	03	00	004	6910	   0	  3828	 	 	 	 	 	 	 	 	 	 	 	B	B	B	B	C	B	B	B	B	B	C	B	A	B	B	A	C	B	B	A	N	C	C	B	B	B	B	B	B
1	01	01	03	00	004	6911	   0	  3480	 	 	 	 	 	 	 	 	 	 	 	B	B	C	B	B	C	B	C	B	B	C	A	B	B	C	A	C	B	B	A	N	C	C	B	C	B	B	B	B
1	01	01	03	00	004	6912	   0	  3402	 	 	 	 	 	 	 	 	 	 	 	B	B	B	B	C	B	B	B	B	B	C	B	B	B	B	A	C	B	B	A	N	B	B	B	C	B	B	B	B
1	01	01	04	00	004	6907	   0	  2322	 	 	 	 	 	 	 	 	 	 	 	C	B	D	E	B	C	B	D	D	E	C	A	B	C	C	C	E	B	B	B	E	D	D	D	C	E	N	E	N
1	01	01	04	00	004	6908	   0	  2322	 	 	 	 	 	 	 	 	 	 	 	C	B	D	E	B	C	B	D	D	E	C	A	B	C	C	C	E	B	B	B	E	D	D	D	C	E	N	E	N
1	01	01	04	00	004	6909	   0	  2322	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	B	B	C	D	C	C	B	A	B	B	B	E	B	B	A	D	D	C	D	C	D	B	D	B
1	01	01	04	00	004	6910	   0	  1695	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	B	B	C	D	C	C	A	A	B	B	B	E	B	B	A	D	D	C	D	C	D	B	D	B
1	01	01	04	00	004	6911	   0	  1695	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	B	B	C	D	C	C	A	A	B	B	B	E	B	B	A	D	D	C	D	C	D	B	D	B
1	01	01	04	00	004	6912	   0	  1798	 	 	 	 	 	 	 	 	 	 	 	B	B	B	D	B	B	B	B	D	C	C	A	A	B	B	B	B	B	B	A	C	B	B	D	D	C	B	D	B
1	01	01	05	00	004	6907	   0	  3232	 	 	 	 	 	 	 	 	 	 	 	B	B	B	D	B	C	B	C	C	N	B	A	B	C	C	C	D	B	B	C	D	D	B	C	C	N	N	N	N
1	01	01	05	00	004	6908	   0	  3232	 	 	 	 	 	 	 	 	 	 	 	C	C	B	D	C	D	B	C	C	N	B	C	B	C	C	C	D	B	B	C	D	D	B	C	C	N	N	N	N
1	01	01	05	00	004	6909	   0	  3232	 	 	 	 	 	 	 	 	 	 	 	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	C	C	B	B	A	D	D	C	D	C	E	D	D	B
1	01	01	05	00	004	6910	   0	  4870	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	B	B	C	D	D	B	A	A	B	B	C	D	B	B	A	D	D	C	D	C	E	D	D	B
1	01	01	05	00	004	6911	   0	  4870	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	B	B	C	D	D	B	A	B	B	B	C	D	B	B	A	D	D	C	D	C	E	D	D	B
1	01	01	05	00	004	6912	   0	  3821	 	 	 	 	 	 	 	 	 	 	 	B	B	B	D	B	B	B	B	D	C	B	A	B	B	B	B	B	B	B	A	C	B	B	D	D	C	B	D	B
1	01	01	06	00	004	6907	   0	  1880	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	C	B	C	C	D	B	A	A	B	C	B	D	B	B	A	N	C	C	C	C	N	N	C	N
1	01	01	06	00	004	6908	   0	  1880	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	C	B	C	C	D	B	A	A	B	C	B	D	B	B	A	N	C	C	C	C	N	N	C	N
1	01	01	06	00	004	6909	   0	  1880	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	C	B	B	A	A	B	B	B	C	B	B	A	N	C	C	C	C	C	B	C	B
1	01	01	06	00	004	6910	   0	  1769	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	C	B	B	A	A	B	B	B	C	B	B	A	N	C	C	C	C	C	B	C	B
1	01	01	06	00	004	6911	   0	  1769	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	C	B	B	C	B	B	A	B	B	C	B	C	B	B	A	N	C	C	C	C	C	B	C	B
1	01	01	06	00	004	6912	   0	  1617	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	C	B	B	A	A	B	B	B	C	B	B	A	N	C	C	D	C	C	B	C	B
1	01	01	07	00	004	6907	   0	  3867	 	 	 	 	 	 	 	 	 	 	 	C	C	C	D	B	D	B	C	C	N	C	A	C	C	D	B	D	B	B	A	N	D	C	B	B	N	N	N	N
1	01	01	07	00	004	6908	   0	  3867	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	C	B	C	C	N	C	A	B	C	C	B	D	B	B	A	N	D	C	B	B	N	N	N	N
1	01	01	07	00	004	6909	   0	  3867	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	C	B	B	C	C	C	A	B	B	C	B	D	B	B	A	N	C	B	B	C	D	B	D	B
1	01	01	07	00	004	6910	   0	  3603	 	 	 	 	 	 	 	 	 	 	 	C	C	B	C	C	C	B	B	C	C	C	C	B	B	C	B	C	B	B	A	N	C	B	B	C	D	B	D	B
1	01	01	07	00	004	6911	   0	  3603	 	 	 	 	 	 	 	 	 	 	 	C	C	B	C	B	C	B	B	C	C	C	A	C	B	C	B	C	B	B	A	N	C	B	B	C	D	B	D	B
1	01	01	07	00	004	6912	   0	  3654	 	 	 	 	 	 	 	 	 	 	 	B	C	B	B	C	C	B	B	B	B	C	B	A	B	C	B	C	B	B	A	N	C	B	B	B	D	B	C	B
1	01	01	08	00	004	6907	   0	  1372	 	 	 	 	 	 	 	 	 	 	 	D	C	D	D	C	D	B	D	C	N	D	B	B	D	D	D	E	B	B	C	E	E	D	C	C	N	N	N	N
1	01	01	08	00	004	6908	   0	  1372	 	 	 	 	 	 	 	 	 	 	 	D	C	D	D	C	D	B	D	C	N	D	A	B	D	D	D	E	B	B	C	E	E	D	C	C	N	N	N	N
1	01	01	08	00	004	6909	   0	  1372	 	 	 	 	 	 	 	 	 	 	 	C	B	C	C	B	B	B	C	C	C	B	A	B	B	B	B	E	B	B	B	D	D	C	C	C	D	C	C	C
1	01	01	08	00	004	6910	   0	  1863	 	 	 	 	 	 	 	 	 	 	 	C	C	C	C	C	C	B	C	C	C	B	C	B	B	C	B	E	B	B	B	D	C	C	C	C	D	C	C	C
1	01	01	08	00	004	6911	   0	  1863	 	 	 	 	 	 	 	 	 	 	 	C	C	C	C	C	C	B	C	C	C	C	C	C	B	C	B	E	B	B	B	D	C	C	C	C	D	C	C	C
1	01	01	08	00	004	6912	   0	  2503	 	 	 	 	 	 	 	 	 	 	 	B	B	B	D	B	B	B	B	D	C	C	A	C	B	C	A	C	B	B	A	D	B	C	C	D	C	B	D	C
1	01	01	09	00	004	6907	   0	  1992	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	B	B	C	C	E	B	A	B	B	B	B	C	B	B	A	N	D	C	C	C	N	N	E	N
1	01	01	09	00	004	6908	   0	  1992	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	B	B	C	C	E	B	B	B	B	B	B	C	B	B	A	N	D	C	C	C	N	N	E	N
1	01	01	09	00	004	6909	   0	  1992	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	C	C	C	B	A	A	B	B	B	C	B	B	A	N	D	C	C	C	C	B	D	B
1	01	01	09	00	004	6910	   0	  2097	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	C	C	C	B	B	A	B	B	B	C	B	B	A	N	D	C	C	C	C	B	D	B
1	01	01	09	00	004	6911	   0	  2097	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	C	C	C	B	A	A	B	A	B	C	B	B	A	N	D	C	C	C	C	B	D	B
1	01	01	09	00	004	6912	   0	  2217	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	D	C	B	A	A	B	A	B	B	B	B	A	N	C	C	C	D	C	B	D	B
1	01	01	10	00	004	6907	   0	  3549	 	 	 	 	 	 	 	 	 	 	 	C	C	B	D	C	C	B	B	C	N	C	B	B	B	C	B	D	B	B	A	N	B	B	B	C	N	N	N	N
1	01	01	10	00	004	6908	   0	  3549	 	 	 	 	 	 	 	 	 	 	 	B	B	B	D	B	B	B	B	C	N	C	A	B	B	B	B	D	B	B	A	N	B	B	B	C	N	N	N	N
1	01	01	10	00	004	6909	   0	  3549	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	C	B	C	A	A	A	B	B	C	B	B	A	N	A	B	B	C	C	B	B	B
1	01	01	10	00	004	6910	   0	  3479	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	C	B	B	B	C	B	C	B	A	A	B	B	C	B	B	A	N	B	B	B	C	C	B	B	B
1	01	01	10	00	004	6911	   0	  3479	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	C	B	C	A	B	A	B	B	C	B	B	A	N	B	B	B	C	C	B	B	B
1	01	01	10	00	004	6912	   0	  3616	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	C	B	B	B	C	B	C	B	B	A	B	B	C	B	B	A	N	B	B	B	C	C	B	B	B
1	01	01	12	00	004	6907	   0	  5938	 	 	 	 	 	 	 	 	 	 	 	C	C	B	C	C	B	B	B	B	C	B	C	C	B	B	A	C	B	B	A	N	B	B	B	A	N	N	B	C
1	01	01	12	00	004	6908	   0	  5938	 	 	 	 	 	 	 	 	 	 	 	C	C	B	C	C	B	B	B	B	C	B	D	C	B	C	A	C	B	B	A	N	B	B	B	A	N	N	B	C
1	01	01	12	00	004	6909	   0	  5938	 	 	 	 	 	 	 	 	 	 	 	B	C	B	B	D	B	B	A	B	B	C	D	B	B	C	A	B	B	B	A	N	A	B	B	A	C	B	A	B
1	01	01	12	00	004	6910	   0	  6018	 	 	 	 	 	 	 	 	 	 	 	B	B	B	B	C	B	C	A	B	B	C	C	A	B	B	A	B	B	C	A	N	A	B	B	A	C	B	A	B
1	01	01	12	00	004	6911	   0	  6018	 	 	 	 	 	 	 	 	 	 	 	B	C	B	B	D	B	B	A	B	B	C	D	A	B	C	A	B	B	B	A	N	A	B	B	A	C	B	A	B
1	01	01	12	00	004	6912	   0	  6175	 	 	 	 	 	 	 	 	 	 	 	B	B	B	B	C	B	B	A	B	B	C	C	B	B	C	A	C	B	B	A	N	A	B	B	A	C	B	A	B
1	01	01	13	00	004	6907	   0	  4339	 	 	 	 	 	 	 	 	 	 	 	B	B	B	D	B	B	B	C	C	E	C	A	A	B	B	B	C	B	B	A	N	D	B	B	B	N	N	E	B
1	01	01	13	00	004	6908	   0	  4339	 	 	 	 	 	 	 	 	 	 	 	C	C	B	D	C	C	B	C	C	E	C	C	B	B	C	B	C	B	B	A	N	D	B	B	B	N	N	E	B
1	01	01	13	00	004	6909	   0	  4339	 	 	 	 	 	 	 	 	 	 	 	B	B	B	B	C	B	B	B	B	B	B	C	A	B	C	B	B	B	B	A	N	C	B	B	B	C	B	C	A
1	01	01	13	00	004	6910	   0	  5121	 	 	 	 	 	 	 	 	 	 	 	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	B	B	B	B	A	N	C	B	B	B	C	B	C	A
1	01	01	13	00	004	6911	   0	  5121	 	 	 	 	 	 	 	 	 	 	 	B	B	B	B	B	B	B	B	B	B	B	B	A	B	C	B	B	B	B	A	N	C	B	B	B	C	B	C	A
1	01	01	13	00	004	6912	   0	  5121	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	C	B	B	A	A	B	B	B	B	B	B	A	N	B	B	B	C	C	B	C	A
1	01	01	14	00	004	6907	   0	  4968	 	 	 	 	 	 	 	 	 	 	 	D	D	C	D	D	D	C	C	C	E	D	C	C	C	D	B	D	C	C	A	N	C	C	C	B	N	N	E	N
1	01	01	14	00	004	6908	   0	  4968	 	 	 	 	 	 	 	 	 	 	 	D	D	C	D	D	C	C	C	C	E	D	C	B	C	C	B	D	C	C	A	N	C	C	C	B	N	N	E	N
1	01	01	14	00	004	6909	   0	  4968	 	 	 	 	 	 	 	 	 	 	 	D	D	C	C	D	C	C	C	C	C	D	C	B	C	C	B	D	C	C	B	N	C	C	C	B	D	B	D	B
1	01	01	14	00	004	6910	   0	  5620	 	 	 	 	 	 	 	 	 	 	 	D	D	C	C	D	C	C	C	C	C	D	C	B	C	C	B	D	C	C	B	N	C	C	C	B	D	B	D	B
1	01	01	14	00	004	6911	   0	  5620	 	 	 	 	 	 	 	 	 	 	 	D	D	C	C	D	C	C	C	C	C	D	C	B	C	C	B	D	C	C	B	N	C	C	C	B	D	B	D	B
1	01	01	14	00	004	6912	   0	  5500	 	 	 	 	 	 	 	 	 	 	 	D	D	C	C	D	C	C	C	C	C	D	C	B	C	C	B	D	C	C	B	N	C	C	C	C	D	B	D	B
1	01	01	15	00	004	6907	   0	  2523	 	 	 	 	 	 	 	 	 	 	 	B	B	B	D	B	C	B	C	C	N	B	A	B	C	B	B	D	B	B	B	N	D	B	C	C	N	N	N	N
1	01	01	15	00	004	6908	   0	  2523	 	 	 	 	 	 	 	 	 	 	 	C	C	B	D	B	C	B	C	C	N	B	A	C	C	B	B	D	B	B	B	N	D	B	C	C	N	N	N	N
1	01	01	15	00	004	6909	   0	  2523	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	B	B	C	C	D	B	A	A	B	B	B	D	B	B	A	N	D	C	C	C	D	D	D	B
1	01	01	15	00	004	6910	   0	  4038	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	B	B	C	D	D	B	A	A	B	B	B	D	B	B	B	D	D	C	D	C	D	D	D	B
1	01	01	15	00	004	6911	   0	  4038	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	B	B	C	D	D	B	A	A	B	B	B	D	B	B	B	D	D	C	D	C	D	D	D	B
1	01	01	15	00	004	6912	   0	  3090	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	C	C	C	A	B	B	B	B	D	B	B	A	N	C	B	C	C	C	B	D	B
1	01	01	16	00	004	6907	   0	  3092	 	 	 	 	 	 	 	 	 	 	 	C	C	C	D	C	C	C	C	C	E	C	B	C	C	B	C	D	C	B	B	N	D	C	C	C	N	N	E	N
1	01	01	16	00	004	6908	   0	  3092	 	 	 	 	 	 	 	 	 	 	 	D	D	C	D	D	C	C	C	C	E	C	C	B	C	C	C	D	C	C	B	N	D	C	C	C	N	N	E	N
1	01	01	16	00	004	6909	   0	  3092	 	 	 	 	 	 	 	 	 	 	 	C	C	C	C	C	C	C	C	C	C	C	C	A	C	C	C	C	C	C	B	N	D	C	C	C	D	B	D	B
1	01	01	16	00	004	6910	   0	  3092	 	 	 	 	 	 	 	 	 	 	 	C	C	C	C	C	C	C	C	C	C	C	B	A	C	C	C	C	C	B	B	N	D	C	C	C	D	B	D	B
1	01	01	16	00	004	6911	   0	  3950	 	 	 	 	 	 	 	 	 	 	 	C	C	C	C	C	C	C	C	C	C	C	B	A	C	C	C	C	C	B	B	N	D	C	C	C	D	B	D	B
1	01	01	16	00	004	6912	   0	  4947	 	 	 	 	 	 	 	 	 	 	 	C	C	C	D	C	C	C	B	D	C	C	B	B	C	C	B	C	C	B	A	N	C	C	C	D	D	B	D	B
1	01	01	17	00	004	6907	   0	  3906	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	C	C	C	C	D	C	A	A	C	B	B	D	N	B	A	N	C	C	C	B	N	N	D	B
1	01	01	17	00	004	6908	   0	  3906	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	C	C	C	C	D	C	A	A	C	B	B	D	N	B	A	N	C	C	C	B	N	N	D	B
1	01	01	17	00	004	6909	   0	  3906	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	C	B	B	A	A	B	B	B	C	B	B	A	N	C	B	C	C	D	B	C	B
1	01	01	17	00	004	6910	   0	  3906	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	C	B	B	A	A	B	B	B	C	B	B	A	N	C	B	C	C	D	B	C	B
1	01	01	17	00	004	6911	   0	  4788	 	 	 	 	 	 	 	 	 	 	 	C	C	B	C	C	C	B	B	C	B	B	C	A	B	C	B	C	B	B	A	N	C	B	C	C	D	B	C	B
1	01	01	17	00	004	6912	   0	  4851	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	C	B	B	A	A	B	B	B	C	B	B	A	N	C	B	C	C	D	B	C	B
1	01	01	18	00	004	6907	   0	  2900	 	 	 	 	 	 	 	 	 	 	 	C	C	C	D	B	C	B	D	C	E	B	A	C	C	B	C	E	B	B	B	E	E	C	C	C	N	N	E	D
1	01	01	18	00	004	6908	   0	  2900	 	 	 	 	 	 	 	 	 	 	 	C	B	C	D	B	C	B	D	C	E	B	A	B	C	B	C	E	B	B	B	E	E	C	C	C	N	N	E	D
1	01	01	18	00	004	6909	   0	  2900	 	 	 	 	 	 	 	 	 	 	 	C	B	C	C	B	B	B	D	C	C	B	A	A	B	B	C	D	B	B	A	D	E	C	C	C	E	D	C	B
1	01	01	18	00	004	6910	   0	  2900	 	 	 	 	 	 	 	 	 	 	 	C	B	C	C	B	B	B	D	C	C	B	A	A	B	B	C	D	B	B	A	D	E	C	C	C	E	D	C	B
1	01	01	18	00	004	6911	   0	  2000	 	 	 	 	 	 	 	 	 	 	 	C	B	C	C	B	B	B	C	C	C	B	A	A	B	B	C	C	B	B	A	D	E	C	C	C	E	D	C	B
1	01	01	18	00	004	6912	   0	  1844	 	 	 	 	 	 	 	 	 	 	 	C	B	C	C	B	B	B	C	C	C	B	A	A	B	B	B	C	B	B	A	D	C	C	C	C	D	B	D	B
1	01	02	01	00	004	6907	   0	  2092	 	 	 	 	 	 	 	 	 	 	 	C	C	B	D	D	C	B	B	C	E	C	C	C	B	C	B	B	B	B	B	N	B	B	C	C	C	C	E	D
1	01	02	01	00	004	6908	   0	  2093	 	 	 	 	 	 	 	 	 	 	 	B	B	B	D	C	B	B	B	C	E	C	B	B	B	C	B	B	B	B	B	N	B	B	C	C	C	C	E	D
1	01	02	01	00	004	6909	   0	  2093	 	 	 	 	 	 	 	 	 	 	 	C	C	B	D	C	B	B	B	C	D	C	B	C	B	C	B	B	B	B	B	N	B	C	C	C	B	C	E	B
1	01	02	01	00	004	6910	   0	  2145	 	 	 	 	 	 	 	 	 	 	 	B	B	B	D	B	B	B	B	C	D	C	B	C	B	C	B	B	B	B	B	N	B	C	C	C	B	C	E	B
1	01	02	01	00	004	6911	   0	  2145	 	 	 	 	 	 	 	 	 	 	 	B	B	B	D	C	B	B	B	C	D	C	C	B	B	B	B	B	B	B	B	N	B	C	C	C	B	C	E	B
1	01	02	01	00	004	6912	   0	  2145	 	 	 	 	 	 	 	 	 	 	 	C	C	B	D	C	B	B	B	C	D	C	C	C	B	C	B	B	A	B	B	N	B	C	C	C	B	C	D	B
1	01	02	02	00	004	6907	   0	  5461	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	C	C	C	B	B	B	B	C	B	A	B	B	N	C	B	C	C	A	C	C	B
1	01	02	02	00	004	6908	   0	  5441	 	 	 	 	 	 	 	 	 	 	 	B	C	B	C	C	C	B	B	C	C	C	B	B	B	C	C	B	A	B	B	N	C	B	C	C	A	C	C	B
1	01	02	02	00	004	6909	   0	  5441	 	 	 	 	 	 	 	 	 	 	 	C	C	B	C	C	C	B	B	B	C	C	B	C	A	C	C	B	A	B	A	N	B	B	B	C	A	C	C	D
1	01	02	02	00	004	6910	   0	  5496	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	B	C	C	A	C	A	B	C	B	A	B	A	N	B	B	B	C	A	C	C	D
1	01	02	02	00	004	6911	   0	  5496	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	C	B	B	B	B	C	C	B	B	A	B	C	B	A	B	A	N	B	B	B	C	A	C	C	D
1	01	02	02	00	004	6912	   0	  5496	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	C	B	B	B	B	C	C	B	B	B	B	C	B	A	B	A	N	B	B	B	C	A	C	C	D
1	01	02	03	00	004	6907	   0	  3869	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	B	C	C	A	A	B	A	A	B	A	B	B	N	C	C	B	B	D	C	D	A
1	01	02	03	00	004	6908	   0	  3869	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	B	C	C	A	A	B	A	A	B	A	B	B	N	C	C	B	B	D	C	D	A
1	01	02	03	00	004	6909	   0	  3869	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	B	C	C	A	A	B	A	A	B	A	B	B	N	C	B	B	B	D	B	D	B
1	01	02	03	00	004	6910	   0	  3720	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	B	C	C	A	A	B	A	A	B	A	B	B	N	C	B	B	B	D	B	D	B
1	01	02	03	00	004	6911	   0	  3720	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	B	C	C	A	A	B	A	A	B	A	B	B	N	C	B	B	B	D	B	D	B
1	01	02	03	00	004	6912	   0	  3720	 	 	 	 	 	 	 	 	 	 	 	B	B	B	C	B	B	B	B	B	C	C	A	A	B	A	A	B	A	B	B	N	B	B	B	B	D	B	D	B
1	01	02	04	00	004	6907	   0	  6627	 	 	 	 	 	 	 	 	 	 	 	C	C	C	D	C	C	C	B	B	E	C	C	C	C	C	C	C	C	B	A	N	B	C	C	B	C	C	E	D
1	01	02	04	00	004	6908	   0	  6627	 	 	 	 	 	 	 	 	 	 	 	C	C	C	D	C	C	C	B	B	E	C	C	C	C	C	C	C	C	B	A	N	B	C	C	B	C	C	E	D
1	01	02	04	00	004	6909	   0	  6627	 	 	 	 	 	 	 	 	 	 	 	C	B	C	C	B	C	C	B	B	D	C	A	B	C	C	C	C	C	B	A	N	B	C	C	B	C	B	D	D
1	01	02	04	00	004	6910	   0	  6650	 	 	 	 	 	 	 	 	 	 	 	C	C	B	D	B	D	B	B	C	D	C	B	B	C	D	B	C	B	B	A	N	C	C	C	B	C	B	D	D
1	01	02	04	00	004	6911	   0	  6650	 	 	 	 	 	 	 	 	 	 	 	C	C	B	D	C	D	B	B	C	D	C	B	B	C	D	B	C	B	B	A	N	C	C	C	B	C	B	D	D
1	01	02	04	00	004	6912	   0	  6650	 	 	 	 	 	 	 	 	 	 	 	C	C	B	D	C	C	B	B	C	D	C	C	B	C	C	B	C	B	B	A	N	B	C	C	B	C	B	D	D
1	01	02	05	00	004	6907	   0	 28958	 	 	 	 	 	 	 	 	 	 	 	A	A	A	B	A	A	A	B	B	B	A	A	A	A	A	B	B	A	A	A	N	B	A	B	A	B	B	B	A
1	01	02	05	00	004	6908	   0	 28958	 	 	 	 	 	 	 	 	 	 	 	B	B	A	B	B	B	A	B	B	B	A	C	B	A	B	B	B	A	A	A	N	B	A	B	A	B	B	B	A
1	01	02	05	00	004	6909	   0	 28958	 	 	 	 	 	 	 	 	 	 	 	A	A	A	B	A	A	A	B	B	B	A	A	B	A	A	A	B	A	A	A	N	B	A	B	A	B	B	B	D
